PWSID,PWS_Name,Primacy_FINAL,Final_inst_update,Inst_Subtype
CA5610008,PLEASANT VALLEY MUTUAL WATER CO,DISTRICT 06 - SANTA BARBARA,Mutual Benefit,Mutual Water Company
CA5610035,RIO MANOR MUTUAL WATER CO,DISTRICT 06 - SANTA BARBARA,Mutual Benefit,Mutual Water Company
CA5601116,SAN CAYETANO MUTUAL WATER CO,DISTRICT 06 - SANTA BARBARA,Mutual Benefit,Mutual Water Company
CA5602115,SAVIERS ROAD MUTUAL WATER CO,DISTRICT 06 - SANTA BARBARA,Mutual Benefit,Mutual Water Company
CA5601117,SENIOR CANYON MUTUAL WATER CO,DISTRICT 06 - SANTA BARBARA,Mutual Benefit,Mutual Water Company
CA5601119,SIETE ROBLES MUTUAL WATER CO,DISTRICT 06 - SANTA BARBARA,Mutual Benefit,Mutual Water Company
CA5601120,SISAR MUTUAL WATER CO,DISTRICT 06 - SANTA BARBARA,Mutual Benefit,Mutual Water Company
CA5602130,SOLANO VERDE MUTUAL WATER CO,DISTRICT 06 - SANTA BARBARA,Mutual Benefit,Mutual Water Company
CA5601141,SOUTH MOUNTAIN MUTUAL WATER CO,DISTRICT 06 - SANTA BARBARA,Mutual Benefit,Mutual Water Company
CA5602117,STRICKLAND ACRES,DISTRICT 06 - SANTA BARBARA,Mutual Benefit,Mutual Water Company
CA5601122,TICO MUTUAL WATER CO,DISTRICT 06 - SANTA BARBARA,Mutual Benefit,Mutual Water Company
CA5610056,VINEYARD AVE ESTATES MWC,DISTRICT 06 - SANTA BARBARA,Mutual Benefit,Mutual Water Company
CA5610029,VINEYARD AVENUE ACRES MWC,DISTRICT 06 - SANTA BARBARA,Mutual Benefit,Mutual Water Company
CA5602132,WATERS ROAD DOMESTIC USERS GROUP,DISTRICT 06 - SANTA BARBARA,Mutual Benefit,Mutual Water Company
CA5700707,ROLLING ACRES MUTUAL WATER COMPANY,LPA87 - YOLO COUNTY,Mutual Benefit,Mutual Water Company
CA5800572,FAIRWAY DOWNS MUTUAL WATER CO,LPA88 - YUBA COUNTY,Mutual Benefit,Mutual Water Company
CA5800805,LAKE FRANCIS MUTUAL WATER COMPANY,LPA88 - YUBA COUNTY,Mutual Benefit,Mutual Water Company
CA1410008,INYO COUNTY PWD - INDEPENDENCE,DISTRICT 27 - MOJAVE,County,Other
CA1410009,INYO COUNTY PWD - LONE PINE,DISTRICT 27 - MOJAVE,County,Other
CA2410700,CASTLE AIRPORT,DISTRICT 11 - MERCED,County,Other
CA4010080,NACIMIENTO WATER PROJECT,DISTRICT 06 - SANTA BARBARA,County,Other
CA4010030,CHORRO VALLEY PIPELINE - SLO COUNTY,DISTRICT 06 - SANTA BARBARA,County,Other
CA4300997,NASA AMES RESEARCH CENTER,DISTRICT 17 - SANTA CLARA,Federal,Other
CA1000472,PG&E HELMS SUPPORT FACILITY,DISTRICT 23 - FRESNO,Private - Ancillary,Other_commercial
CA1009111,SCE/BIG CREEK POWERHOUSE #1,DISTRICT 23 - FRESNO,Private - Ancillary,Other_commercial
CA1300627,CENTER OF THE WORLD,LPA43 - IMPERIAL COUNTY,Private - Ancillary,Other_commercial
CA1400078,SCE BISHOP CREEK PLANT 4,DISTRICT 13 - SAN BERNARDINO,Private - Ancillary,Other_commercial
CA1500413,TEJON RANCH MAIN HEADQUARTERS,DISTRICT 19 - TEHACHAPI,Private - Ancillary,Other_commercial
CA2702521,SANTA LUCIA PRESERVE WS,DISTRICT 05 - MONTEREY,Private - Ancillary,Other_commercial
CA2701280,NEPENTHE WS,LPA57 - MONTEREY COUNTY,Private - Ancillary,Other_commercial
CA2800531,NAPA RIVER RANCH,LPA58 - NAPA COUNTY,Private - Ancillary,Other_commercial
CA3301280,GOLDEN ERA PRODUCTIONS,LPA63 - RIVERSIDE COUNTY,Private - Ancillary,Other_commercial
CA3301145,MOUNTAIN CENTER CAFE,LPA63 - RIVERSIDE COUNTY,Private - Ancillary,Other_commercial
CA3600504,KNOLL ENTERPRISES,LPA66 - SAN BERNARDINO COUNTY,Private - Ancillary,Other_commercial
CA3600308,GLEN HELEN TRUCK PARKING FACILITY,LPA66 - SAN BERNARDINO COUNTY,Private - Ancillary,Other_commercial
CA3600172,MP MINE OPERATIONS LLC,LPA66 - SAN BERNARDINO COUNTY,Private - Ancillary,Other_commercial
CA3710045,POSEIDON RESOURCES - CDP,DISTRICT 14 - SAN DIEGO,Private - Ancillary,Other_commercial
CA4901290,BODEGA BAY OYSTER COMPANY,DISTRICT 25 - MARIN,Private - Ancillary,Other_commercial
CA1010501,NPS-GRANT GROVE,DISTRICT 23 - FRESNO,Federal,Recreation_tourism
CA1410503,"NPS - DEATH VALLEY, COW CREEK/NEVARES",DISTRICT 13 - SAN BERNARDINO,Federal,Recreation_tourism
CA1410505,"NPS - DEATH VALLEY, FURNACE CREEK",DISTRICT 13 - SAN BERNARDINO,Federal,Recreation_tourism
CA1410502,"NPS - DEATH VALLEY, STOVEPIPE WELLS",DISTRICT 13 - SAN BERNARDINO,Federal,Recreation_tourism
CA2110350,NPS GGNRA,DISTRICT 25 - MARIN,Federal,Recreation_tourism
CA2110502,NPS PRNS - BEACHES,DISTRICT 25 - MARIN,Federal,Recreation_tourism
CA2210515,YOSEMITE NPS-EL PORTAL,DISTRICT 11 - MERCED,Federal,Recreation_tourism
CA2210510,YOSEMITE NPS-WAWONA,DISTRICT 11 - MERCED,Federal,Recreation_tourism
CA2210503,YOSEMITE NPS-YOSEMITE VALLEY,DISTRICT 11 - MERCED,Federal,Recreation_tourism
CA3810700,PRESIDIO OF SAN FRANCISCO,DISTRICT 04 - SAN FRANCISCO,Federal,Recreation_tourism
CA4200918,LOS PRIETOS COMPLEX,LPA72 - SANTA BARBARA COUNTY,Federal,Recreation_tourism
CA5410513,NPS-ASH MOUNTAIN,DISTRICT 12 - VISALIA,Federal,Recreation_tourism
CA5410503,NPS-WOLVERTON,DISTRICT 12 - VISALIA,Federal,Recreation_tourism
CA5510503,YOSEMITE NPS-HODGDON MEADOW,DISTRICT 11 - MERCED,Federal,Recreation_tourism
CA2710300,CSP-PFEIFFER BIG SUR,DISTRICT 05 - MONTEREY,State,Recreation_tourism
CA3410026,CALIFORNIA STATE FAIR,DISTRICT 09 - SACRAMENTO,State,Recreation_tourism
CA0500082,ANGELS CAMP RV/CAMPING RESORT,LPA35 - CALAVERAS COUNTY,Private - Ancillary,Recreation_tourism
CA0707545,ORWOOD RESORT,LPA37 - CONTRA COSTA COUNTY,Private - Ancillary,Recreation_tourism
CA1300546,GOLD ROCK RANCH,LPA43 - IMPERIAL COUNTY,Private - Ancillary,Recreation_tourism
CA1300620,RIO BEND RV GOLF RESORT & STORM CROSSING,LPA43 - IMPERIAL COUNTY,Private - Ancillary,Recreation_tourism
CA1400004,CHARLES BROWN WATER COMPANY,DISTRICT 13 - SAN BERNARDINO,Private - Ancillary,Recreation_tourism
CA1400034,KEOUGH'S HOT SPRINGS,DISTRICT 27 - MOJAVE,Private - Ancillary,Recreation_tourism
CA1700596,BLUE LAKES VILLAGE,DISTRICT 03 - MENDOCINO,Private - Ancillary,Recreation_tourism
CA1700628,PINE ACRES BLUE LAKE RESORT,DISTRICT 03 - MENDOCINO,Private - Ancillary,Recreation_tourism
CA1900074,THE PAINTED TURTLE CAMP,LPA49 - LA COUNTY,Private - Ancillary,Recreation_tourism
CA2000832,SKP PARK OF THE SIERRAS INC,DISTRICT 11 - MERCED,Private - Ancillary,Recreation_tourism
CA2110008,LAWSON S LANDING,DISTRICT 25 - MARIN,Private - Ancillary,Recreation_tourism
CA2210900,CEDAR LODGE RESORT,DISTRICT 11 - MERCED,Private - Ancillary,Recreation_tourism
CA2702299,POST RANCH INN WS,LPA57 - MONTEREY COUNTY,Private - Ancillary,Recreation_tourism
CA2702328,VENTANA BIG SUR INN WS,LPA57 - MONTEREY COUNTY,Private - Ancillary,Recreation_tourism
CA2702325,FERNWOOD WS,LPA57 - MONTEREY COUNTY,Private - Ancillary,Recreation_tourism
CA2800593,R RANCH AT THE LAKE,LPA58 - NAPA COUNTY,Private - Ancillary,Recreation_tourism
CA3301283,GLEN EDEN SUN CLUB,DISTRICT 20 - RIVERSIDE,Private - Ancillary,Recreation_tourism
CA3301267,FISHERMAN'S RETREAT,LPA63 - RIVERSIDE COUNTY,Private - Ancillary,Recreation_tourism
CA3301294,GLEN IVY HOT SPRINGS,LPA63 - RIVERSIDE COUNTY,Private - Ancillary,Recreation_tourism
CA3301355,ANZA RV RESORT,LPA63 - RIVERSIDE COUNTY,Private - Ancillary,Recreation_tourism
CA3301330,INDIAN OAKS TRAILER PARK,LPA63 - RIVERSIDE COUNTY,Private - Ancillary,Recreation_tourism
CA3400181,LAGUNA DEL SOL INC,LPA64 - SACRAMENTO COUNTY,Private - Ancillary,Recreation_tourism
CA3600372,PALMS RIVER RESORT,LPA66 - SAN BERNARDINO COUNTY,Private - Ancillary,Recreation_tourism
CA3600187,OLIVE DELL RANCH,LPA66 - SAN BERNARDINO COUNTY,Private - Ancillary,Recreation_tourism
CA3700900,LAKE HENSHAW RESORT INC.,DISTRICT 14 - SAN DIEGO,Private - Ancillary,Recreation_tourism
CA3700919,LAKE WOHLFORD RESORT,DISTRICT 14 - SAN DIEGO,Private - Ancillary,Recreation_tourism
CA3701793,TWIN LAKES RESORT,DISTRICT 26 - IMPERIAL,Private - Ancillary,Recreation_tourism
CA3901031,132 INVESTMENTS WATER SYSTEM,LPA69 - SAN JOAQUIN COUNTY,Private - Ancillary,Recreation_tourism
CA4000226,PACIFIC DUNES RANCH,LPA70 - SAN LUIS OBISPO COUNTY,Private - Ancillary,Recreation_tourism
CA4200505,CACHUMA VILLAGE,LPA72 - SANTA BARBARA COUNTY,Private - Ancillary,Recreation_tourism
CA4300716,LUPIN LODGE,DISTRICT 17 - SANTA CLARA,Private - Ancillary,Recreation_tourism
CA4400850,THE WILLOWS RESORT,LPA74 - SANTA CRUZ COUNTY,Private - Ancillary,Recreation_tourism
CA4800561,SNUG HARBOR RV LP,DISTRICT 04 - SAN FRANCISCO,Private - Ancillary,Recreation_tourism
CA4910026,ODD FELLOWS RECREATION CLUB,DISTRICT 18 - SONOMA,Private - Ancillary,Recreation_tourism
CA5200864,R-WILD HORSE RANCH,LPA82 - TEHAMA COUNTY,Private - Ancillary,Recreation_tourism
CA5200526,HIDDEN HARBOR MARINA & RVP,LPA82 - TEHAMA COUNTY,Private - Ancillary,Recreation_tourism
CA5400602,EAGLE'S NEST RESORT,DISTRICT 24 - TULARE,Private - Ancillary,Recreation_tourism
CA5402036,R-RANCH IN THE SEQUOIAS,DISTRICT 24 - TULARE,Private - Ancillary,Recreation_tourism
CA5400537,LINDY'S LANDING,DISTRICT 24 - TULARE,Private - Ancillary,Recreation_tourism
CA5601134,ELKINS RANCH,DISTRICT 06 - SANTA BARBARA,Private - Ancillary,Recreation_tourism
CA5700555,BONFIRE VILLAGE HOTEL,LPA87 - YOLO COUNTY,Private - Ancillary,Recreation_tourism
CA5800826,QUAIL RIDGE RV PARK,LPA88 - YUBA COUNTY,Private - Ancillary,Recreation_tourism
CA0409183,SIERRA MOON WATER COMPANY,LPA34 - BUTTE COUNTY,Mutual Benefit,Unknown/Other
CA0400081,FEATHER RIDGE ESTATES WATER CO,LPA34 - BUTTE COUNTY,Mutual Benefit,Unknown/Other
CA0707501,ANGLER S RANCH #3,LPA37 - CONTRA COSTA COUNTY,Mutual Benefit,Unknown/Other
CA0707517,COLONIA SANTA MARIA,LPA37 - CONTRA COSTA COUNTY,Mutual Benefit,Unknown/Other
CA0706005,FARRAR PARK PROPERTY OWNERS,LPA37 - CONTRA COSTA COUNTY,Mutual Benefit,Unknown/Other
CA0707577,RIVERVIEW WATER ASSOCIATION,LPA37 - CONTRA COSTA COUNTY,Mutual Benefit,Unknown/Other
CA1000069,SHAVER LAKE HEIGHTS WATER ASSN,DISTRICT 23 - FRESNO,Mutual Benefit,Unknown/Other
CA1000056,MEADOW LAKES CLUB,DISTRICT 23 - FRESNO,Mutual Benefit,Unknown/Other
CA1200591,BIG LAGOON PARK WATER CO.,DISTRICT 01 - KLAMATH,Mutual Benefit,Unknown/Other
CA1200544,REDCREST WATER WORKS,DISTRICT 01 - KLAMATH,Mutual Benefit,Unknown/Other
CA1200718,WADDINGTON W.W.,DISTRICT 01 - KLAMATH,Mutual Benefit,Unknown/Other
CA1400005,OWENS VALLEY WATER COMPANY,DISTRICT 13 - SAN BERNARDINO,Mutual Benefit,Unknown/Other
CA1510029,VAUGHN WC INC,DISTRICT 12 - VISALIA,Mutual Benefit,Unknown/Other
CA1500406,TRADEWIND WATER ASSOC.,DISTRICT 19 - TEHACHAPI,Mutual Benefit,Unknown/Other
CA1500405,"AERIAL ACRES WATER COMPANY, INC.",DISTRICT 19 - TEHACHAPI,Mutual Benefit,Unknown/Other
CA2300609,SEAFAIR ROAD AND WATER COMPANY,DISTRICT 03 - MENDOCINO,Mutual Benefit,Unknown/Other
CA2300545,SHORELANDS ROAD & WATER COMPANY,DISTRICT 03 - MENDOCINO,Mutual Benefit,Unknown/Other
CA2702026,APRICOT LN WS,LPA57 - MONTEREY COUNTY,Mutual Benefit,Unknown/Other
CA2700837,BLACKIE RD WS #05,LPA57 - MONTEREY COUNTY,Mutual Benefit,Unknown/Other
CA2700612,LAGUNA SECA WC,LPA57 - MONTEREY COUNTY,Mutual Benefit,Unknown/Other
CA2702409,EL CAMINO WC INC,LPA57 - MONTEREY COUNTY,Mutual Benefit,Unknown/Other
CA2700713,ROLLING HILLS RANCHO WA,LPA57 - MONTEREY COUNTY,Mutual Benefit,Unknown/Other
CA2700838,SPRING CANYON WA,LPA57 - MONTEREY COUNTY,Mutual Benefit,Unknown/Other
CA3103835,LAKEVIEW HILLS COMMUNITY ASSOC,LPA61 - PLACER COUNTY,Mutual Benefit,Unknown/Other
CA3301800,STONEWOOD CANYON ESTATES,LPA63 - RIVERSIDE COUNTY,Mutual Benefit,Unknown/Other
CA3400155,SEQUOIA WATER ASSOC,LPA64 - SACRAMENTO COUNTY,Mutual Benefit,Unknown/Other
CA3500904,HOLLISTER RANCH ESTATES,DISTRICT 05 - MONTEREY,Mutual Benefit,Unknown/Other
CA3600260,SMILEY PARK COUNTRY CLUB,LPA66 - SAN BERNARDINO COUNTY,Mutual Benefit,Unknown/Other
CA3600166,MILL CREEK MSC,LPA66 - SAN BERNARDINO COUNTY,Mutual Benefit,Unknown/Other
CA3600262,SNOWCREST HEIGHTS IMP ASSOC,LPA66 - SAN BERNARDINO COUNTY,Mutual Benefit,Unknown/Other
CA3701995,WILLOWSIDE TERRACE WATER ASSOCIATION,DISTRICT 14 - SAN DIEGO,Mutual Benefit,Unknown/Other
CA3701780,RICHARDSON BEARDSLEY PARK INC.,DISTRICT 26 - IMPERIAL,Mutual Benefit,Unknown/Other
CA3910018,SAN JOAQUIN RIVER CLUB INC,DISTRICT 10 - STOCKTON,Mutual Benefit,Unknown/Other
CA3900921,CARDOZA VILLA CORP,LPA69 - SAN JOAQUIN COUNTY,Mutual Benefit,Unknown/Other
CA3900701,CURRIER ESTATES WATER CORP,LPA69 - SAN JOAQUIN COUNTY,Mutual Benefit,Unknown/Other
CA4000660,BEAR VALLEY WATER COMPANY,LPA70 - SAN LUIS OBISPO COUNTY,Mutual Benefit,Unknown/Other
CA4000749,TERRA DE ORO WATER COMPANY,LPA70 - SAN LUIS OBISPO COUNTY,Mutual Benefit,Unknown/Other
CA4110012,CUESTA LA HONDA GUILD INC,DISTRICT 17 - SANTA CLARA,Mutual Benefit,Unknown/Other
CA4200616,SKYLINE PARK,LPA72 - SANTA BARBARA COUNTY,Mutual Benefit,Unknown/Other
CA4300526,OAKMONT WATER SYSTEM,DISTRICT 17 - SANTA CLARA,Mutual Benefit,Unknown/Other
CA4300578,ANGELO LANE WATER COMPANY,DISTRICT 17 - SANTA CLARA,Mutual Benefit,Unknown/Other
CA4400625,VISTA ROBLES ASSOCIATION,LPA74 - SANTA CRUZ COUNTY,Mutual Benefit,Unknown/Other
CA4400608,FOREST SPRINGS,DISTRICT 05 - MONTEREY,Mutual Benefit,Unknown/Other
CA4400528,LAUREL COMMUNITY LEAGUE,DISTRICT 05 - MONTEREY,Mutual Benefit,Unknown/Other
CA4400572,FERN GROVE WATER CLUB,LPA74 - SANTA CRUZ COUNTY,Mutual Benefit,Unknown/Other
CA4900846,ROLLING OAKS ROAD ASSOCIATION,DISTRICT 18 - SONOMA,Mutual Benefit,Unknown/Other
CA4900736,CLEAR CREEK WATER COMPANY,DISTRICT 18 - SONOMA,Mutual Benefit,Unknown/Other
CA4900850,BODEGA WATER COMPANY,DISTRICT 18 - SONOMA,Mutual Benefit,Unknown/Other
CA5200007,HOWELL'S LAKESIDE WATER CO.,LPA82 - TEHAMA COUNTY,Mutual Benefit,Unknown/Other
CA5200575,RANCHO COLORADO WS,LPA82 - TEHAMA COUNTY,Mutual Benefit,Unknown/Other
CA5400964,SIERRA VISTA ASSOCIATION,DISTRICT 24 - TULARE,Mutual Benefit,Unknown/Other
CA5601144,RANCHO SESPE WORKERS IMP ASSOC,DISTRICT 06 - SANTA BARBARA,Mutual Benefit,Unknown/Other
CA5601137,RINCON WATER & ROAD WORKS,DISTRICT 06 - SANTA BARBARA,Mutual Benefit,Unknown/Other
CA5602140,SATICOY COUNTRY CLUB-CITY OF VENTURA,DISTRICT 06 - SANTA BARBARA,Mutual Benefit,Unknown/Other
CA0400014,LAKE MADRONE WATER DISTRICT,LPA34 - BUTTE COUNTY,California Water District,
CA1000345,PANOCHE WATER DISTRICT,DISTRICT 23 - FRESNO,California Water District,
CA1510052,NORTH EDWARDS WD,DISTRICT 19 - TEHACHAPI,California Water District,
CA1503226,QVWD-WEST & EAST COMBINED WATER SYSTEM,DISTRICT 19 - TEHACHAPI,California Water District,
CA1510016,RAND COMMUNITIES WATER DISTRICT,DISTRICT 19 - TEHACHAPI,California Water District,
CA1700579,VILLA BLUE ESTATES WATER DISTRICT,DISTRICT 03 - MENDOCINO,California Water District,
CA1810003,LASSEN COUNTY WATER DISTRICT #1,DISTRICT 02 - LASSEN,California Water District,
CA1910234,WALNUT VALLEY WATER DISTRICT,DISTRICT 16 - CENTRAL,California Water District,
CA2010016,RIVERSTONE/ROOTCREEK WATER DISTRICT,DISTRICT 11 - MERCED,California Water District,
CA2310012,IRISH BEACH WATER DISTRICT,DISTRICT 03 - MENDOCINO,California Water District,
CA2400209,SAN LUIS HILLS,DISTRICT 11 - MERCED,California Water District,
CA2700728,SAN ARDO WD,LPA57 - MONTEREY COUNTY,California Water District,
CA2810009,BERRYESSA PINES WATER SYSTEM,LPA58 - NAPA COUNTY,California Water District,
CA2810014,SPANISH FLAT WATER DISTRICT,LPA58 - NAPA COUNTY,California Water District,
CA3010092,IRVINE RANCH WATER DISTRICT,DISTRICT 08 - SANTA ANA,California Water District,
CA3010101,SANTA MARGARITA WATER DISTRICT,DISTRICT 08 - SANTA ANA,California Water District,
CA3010079,EL TORO WATER DISTRICT,DISTRICT 08 - SANTA ANA,California Water District,
CA3010073,MOULTON NIGUEL WATER DISTRICT,DISTRICT 08 - SANTA ANA,California Water District,
CA3110022,MCKINNEY WATER DISTRICT,DISTRICT 02 - LASSEN,California Water District,
CA3310040,FERN VALLEY WD,DISTRICT 20 - RIVERSIDE,California Water District,
CA3301775,HIGH VALLEYS WATER DISTRICT,DISTRICT 20 - RIVERSIDE,California Water District,
CA3310038,RANCHO CALIFORNIA WATER DISTRICT,DISTRICT 20 - RIVERSIDE,California Water District,
CA3310074,TEMESCAL VALLEY WATER DISTRICT,DISTRICT 20 - RIVERSIDE,California Water District,
CA3710036,BORREGO WD,DISTRICT 26 - IMPERIAL,California Water District,
CA3700074,CUYAMACA WATER DISTRICT,DISTRICT 26 - IMPERIAL,California Water District,
CA3701837,WYNOLA WATER DISTRICT,DISTRICT 26 - IMPERIAL,California Water District,
CA3910023,OAKWOOD LAKE WATER DISTRICT-SUBDIVISION,DISTRICT 10 - STOCKTON,California Water District,
CA4510014,BELLA VISTA WATER DISTRICT,DISTRICT 02 - LASSEN,California Water District,
CA4500303,TUCKER OAKS EAST WATER DISTRICT,LPA75 - SHASTA COUNTY,California Water District,
CA4910029,CAMP MEEKER WATER SYSTEM,DISTRICT 18 - SONOMA,California Water District,
CA5010039,WESTERN HILLS WATER DISTRICT/DIABLO GRAN,DISTRICT 10 - STOCKTON,California Water District,
CA5210005,RIO ALTO WATER DISTRICT,DISTRICT 21 - VALLEY,California Water District,
CA5810006,NORTH YUBA WATER DISTRICT,DISTRICT 21 - VALLEY,California Water District,
CA0110006,CITY OF HAYWARD,DISTRICT 04 - SAN FRANCISCO,City,
CA0110011,CITY OF LIVERMORE,DISTRICT 04 - SAN FRANCISCO,City,
CA0110008,CITY OF PLEASANTON,DISTRICT 04 - SAN FRANCISCO,City,
CA0110012,TOWN OF SUNOL - SFPUC,DISTRICT 04 - SAN FRANCISCO,City,
CA0110018,SFPUC-PLEASANTON WELLS,DISTRICT 04 - SAN FRANCISCO,City,
CA0310001,CITY OF JACKSON,DISTRICT 10 - STOCKTON,City,
CA0310004,"PLYMOUTH, CITY OF",DISTRICT 10 - STOCKTON,City,
CA0410001,CITY OF BIGGS,DISTRICT 21 - VALLEY,City,
CA0410004,CITY OF GRIDLEY,DISTRICT 21 - VALLEY,City,
CA0510003,"ANGELS, CITY OF",DISTRICT 10 - STOCKTON,City,
CA0610002,CITY OF COLUSA,DISTRICT 21 - VALLEY,City,
CA0610004,CITY OF WILLIAMS,DISTRICT 21 - VALLEY,City,
CA0710004,BRENTWOOD,DISTRICT 04 - SAN FRANCISCO,City,
CA0710001,CITY OF ANTIOCH,DISTRICT 04 - SAN FRANCISCO,City,
CA0710006,CITY OF MARTINEZ,DISTRICT 04 - SAN FRANCISCO,City,
CA0710008,CITY OF PITTSBURG,DISTRICT 04 - SAN FRANCISCO,City,
CA0810001,CITY OF CRESCENT CITY,DISTRICT 01 - KLAMATH,City,
CA0910003,"PLACERVILLE, CITY OF - MAIN",DISTRICT 09 - SACRAMENTO,City,
CA1010007,CITY OF FRESNO,DISTRICT 11 - MERCED,City,
CA1010003,CITY OF CLOVIS,DISTRICT 12 - VISALIA,City,
CA1010006,CITY OF FOWLER,DISTRICT 23 - FRESNO,City,
CA1010023,CITY OF ORANGE COVE,DISTRICT 23 - FRESNO,City,
CA1010025,CITY OF PARLIER,DISTRICT 23 - FRESNO,City,
CA1010029,CITY OF SANGER,DISTRICT 23 - FRESNO,City,
CA1010004,COALINGA-CITY,DISTRICT 23 - FRESNO,City,
CA1010005,FIREBAUGH CITY,DISTRICT 23 - FRESNO,City,
CA1010044,"HURON, CITY OF",DISTRICT 23 - FRESNO,City,
CA1010018,"KERMAN, CITY OF",DISTRICT 23 - FRESNO,City,
CA1010019,"KINGSBURG, CITY OF",DISTRICT 23 - FRESNO,City,
CA1010021,"MENDOTA, CITY OF",DISTRICT 23 - FRESNO,City,
CA1010027,"REEDLEY, CITY OF",DISTRICT 23 - FRESNO,City,
CA1010034,"SAN JOAQUIN, CITY OF",DISTRICT 23 - FRESNO,City,
CA1110001,CITY OF ORLAND,DISTRICT 21 - VALLEY,City,
CA1210001,"ARCATA, CITY OF",DISTRICT 01 - KLAMATH,City,
CA1210002,"BLUE LAKE, CITY OF",DISTRICT 01 - KLAMATH,City,
CA1210004,"EUREKA, CITY OF",DISTRICT 01 - KLAMATH,City,
CA1210006,"FORTUNA, CITY OF",DISTRICT 01 - KLAMATH,City,
CA1210012,"RIO DELL, CITY OF",DISTRICT 01 - KLAMATH,City,
CA1210018,"TRINIDAD, CITY OF",DISTRICT 01 - KLAMATH,City,
CA1310001,"BRAWLEY, CITY OF",DISTRICT 26 - IMPERIAL,City,
CA1310002,"CALEXICO, CITY OF",DISTRICT 26 - IMPERIAL,City,
CA1310004,"EL CENTRO, CITY OF",DISTRICT 26 - IMPERIAL,City,
CA1310005,"HOLTVILLE, CITY OF",DISTRICT 26 - IMPERIAL,City,
CA1310006,"IMPERIAL, CITY OF",DISTRICT 26 - IMPERIAL,City,
CA1310008,"WESTMORLAND, CITY OF",DISTRICT 26 - IMPERIAL,City,
CA1410510,LADWP - MANZANAR,DISTRICT 13 - SAN BERNARDINO,City,
CA1410001,"BISHOP, CITY OF",DISTRICT 27 - MOJAVE,City,
CA1410004,LADWP - BIG PINE,DISTRICT 27 - MOJAVE,City,
CA1410002,LADWP - INDEPENDENCE,DISTRICT 27 - MOJAVE,City,
CA1410003,LADWP - LONE PINE,DISTRICT 27 - MOJAVE,City,
CA1400099,MOUNTAIN VIEW TRAILER COURT,DISTRICT 27 - MOJAVE,City,
CA1400155,CONTROL GORGE POWER PLANT,DISTRICT 27 - MOJAVE,City,
CA1510031,"BAKERSFIELD, CITY OF",DISTRICT 12 - VISALIA,City,
CA1510005,"DELANO, CITY OF",DISTRICT 12 - VISALIA,City,
CA1510013,"MCFARLAND, CITY OF",DISTRICT 12 - VISALIA,City,
CA1510019,"SHAFTER, CITY OF",DISTRICT 12 - VISALIA,City,
CA1510021,"WASCO, CITY OF",DISTRICT 12 - VISALIA,City,
CA1510032,"CALIFORNIA CITY, CITY OF",DISTRICT 19 - TEHACHAPI,City,
CA1510020,"TEHACHAPI, CITY OF",DISTRICT 19 - TEHACHAPI,City,
CA1500324,WONDER ACRES WATER SYSTEM,DISTRICT 19 - TEHACHAPI,City,
CA1610002,"AVENAL, CITY OF",DISTRICT 12 - VISALIA,City,
CA1610004,"CORCORAN, CITY OF",DISTRICT 12 - VISALIA,City,
CA1610003,"HANFORD, CITY OF",DISTRICT 12 - VISALIA,City,
CA1610005,"LEMOORE, CITY OF",DISTRICT 12 - VISALIA,City,
CA1710004,"LAKEPORT, CITY OF",DISTRICT 03 - MENDOCINO,City,
CA1810001,CITY OF SUSANVILLE,DISTRICT 02 - LASSEN,City,
CA1910179,"BURBANK-CITY, WATER DEPT.",DISTRICT 07 - HOLLYWOOD,City,
CA1910029,CITY OF INDUSTRY WATERWORKS SYSTEMS,DISTRICT 07 - HOLLYWOOD,City,
CA1910127,"COVINA-CITY, WATER DEPT.",DISTRICT 07 - HOLLYWOOD,City,
CA1910044,"GLENDORA-CITY, WATER DEPT.",DISTRICT 07 - HOLLYWOOD,City,
CA1910239,"LAKEWOOD - CITY, WATER DEPT.",DISTRICT 07 - HOLLYWOOD,City,
CA1910073,"LOMITA-CITY, WATER DEPT.",DISTRICT 07 - HOLLYWOOD,City,
CA1910065,"LONG BEACH-CITY, WATER DEPT.",DISTRICT 07 - HOLLYWOOD,City,
CA1910092,"MONTEREY PARK-CITY, WATER DEPT.",DISTRICT 07 - HOLLYWOOD,City,
CA1910105,"PARAMOUNT - CITY, WATER DEPT.",DISTRICT 07 - HOLLYWOOD,City,
CA1910042,"PICO RIVERA - CITY, WATER DEPT.",DISTRICT 07 - HOLLYWOOD,City,
CA1910148,"SIERRA MADRE-CITY, WATER DEPT.",DISTRICT 07 - HOLLYWOOD,City,
CA1910149,"SIGNAL HILL - CITY, WATER DEPT.",DISTRICT 07 - HOLLYWOOD,City,
CA1910173,"WHITTIER-CITY, WATER DEPT.",DISTRICT 07 - HOLLYWOOD,City,
CA1910108,CITY OF BELL GARDENS,DISTRICT 15 - METROPOLITAN,City,
CA1910040,"EL SEGUNDO-CITY, WATER DEPT.",DISTRICT 15 - METROPOLITAN,City,
CA1910043,"GLENDALE-CITY, WATER DEPT.",DISTRICT 15 - METROPOLITAN,City,
CA1910051,"INGLEWOOD- CITY, WATER DEPT.",DISTRICT 15 - METROPOLITAN,City,
CA1910062,"LA VERNE, CITY WD",DISTRICT 15 - METROPOLITAN,City,
