PWSID,SYSTEM_NAME,COUNTY,OWNERSHIP_SDWIS,OWNER_CODE_SDWIS,OWNERSHIP_KD,OWNERSHIP_KD_BI,TYPE,TYPE_consolidated,JURISDICTION_9,JURISDICTION_10,SOURCE_SDWIS,Source_coded_18,POP_TOTAL,SC_TOTAL,FEE_CODE_062018,FEE_FULL_062018,CWStype_fed_062018,CWStype_state062018,CWStype_state_name2018,WQ_REG,COMPLIANCE_STATUS,VIOLATION_COUNT,COUNT_TCR,TOTAL_VIOLATIONS, , 
CA2701068,IVERSON & JACKS APTS WS,MONTEREY,Private,P,Private,Private,Private,Private,PRIVATE,PRIVATE,GW,GW,150,31,,#N/A,C,C,Community,LPA,RETURNED TO COMPLIANCE,9,NA,9,,
CA2701202,CAL AM WATER COMPANY - CHUALAR,MONTEREY,Private,P,Private,Private,IOU,IOU,PRIVATE-IOU,PRIVATE-IOU,GW,GW,738,194,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA2701241,ENCINAL RD WS #01,MONTEREY,Private,P,Private,Private,Private,Private,PRIVATE,PRIVATE,GW,GW,41,18,,#N/A,C,C,Community,LPA,OUT-OF-COMPLIANCE,20,5,25,,
CA2701254,CARMEL RIVIERA MWC,MONTEREY,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,SW,SW,350,185,,#N/A,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA2701257,CAL AM WATER COMPANY - GARRAPATA,MONTEREY,Private,P,Private,Private,IOU,IOU,PRIVATE-IOU,PRIVATE-IOU,GU,GW,150,50,,#N/A,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA2701263,PARTINGTON RIDGE MWC,MONTEREY,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,SW,SW,75,25,SC,Small Community,C,C,Community,LPA,OUT-OF-COMPLIANCE,10,2,12,,
CA2701278,RANCHO CHAPARRAL MWC,MONTEREY,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GU,GW,48,16,SC,Small Community,C,C,Community,LPA,RETURNED TO COMPLIANCE,9,NA,9,,
CA2701279,COASTLANDS MWS (POST CREEK),MONTEREY,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,SW,SW,129,43,SC,Small Community,C,C,Community,LPA,RETURNED TO COMPLIANCE,1,NA,1,,
CA2701280,NEPENTHE WS,MONTEREY,Private,P,Private,Private,Private,Private,PRIVATE,PRIVATE,SW,SW,50,1,,#N/A,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA2701295,ESALEN INSTITUTE WS,MONTEREY,Private,P,Private,Private,Private,Private,PRIVATE,PRIVATE,SW,SW,200,42,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA2701355,PRINCES CAMP RESORT WS,MONTEREY,Private,P,Private,Private,MHP,MHP,MHP,MHP,GW,GW,126,55,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA2701364,PEDRAZZI MWC,MONTEREY,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,273,96,,#N/A,C,C,Community,LPA,IN COMPLIANCE,0,1,1,,
CA2701367,TIERRA MEADOWS HOA WS,MONTEREY,Private,P,Private,Private,PA,PA,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,63,21,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA2701403,PINE ST WS #01,MONTEREY,Private,P,Private,Private,Private,Private,PRIVATE,PRIVATE,GW,GW,65,17,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA2701423,ECHO VALLEY RD WS #05,MONTEREY,Private,P,Private,Private,Private,Private,PRIVATE,PRIVATE,GW,GW,48,16,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA2701452,MONTEREY DUNES MWA,MONTEREY,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,280,137,,#N/A,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA2701498,HARBOR VIEW WA,MONTEREY,Private,P,Private,Private,Private,Private,PRIVATE,PRIVATE,GW,GW,75,25,,#N/A,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA2701503,MESA DEL TORO MWC,MONTEREY,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,90,35,,#N/A,C,C,Community,LPA,RETURNED TO COMPLIANCE,12,4,16,,
CA2701515,MOSS LANDING HARBOR WS,MONTEREY,Private,P,Private,Private,Private,Private,PRIVATE,PRIVATE,GW,GW,402,141,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA2701553,POND-DEROSA OAKS WC,MONTEREY,Private,P,Private,Private,Private,Private,PRIVATE,PRIVATE,GW,GW,216,72,,#N/A,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA2701570,LOS CARNEROS MWA,MONTEREY,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,105,35,,#N/A,C,C,Community,LPA,IN COMPLIANCE,0,1,1,,
CA2701589,SUNNY ACRES MWS,MONTEREY,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,45,15,,#N/A,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA2701633,PARADISE RD WS #21,MONTEREY,Private,P,Private,Private,Private,Private,PRIVATE,PRIVATE,GW,GW,48,16,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA2701647,GREEN ACRES WA,MONTEREY,Private,P,Private,Private,Private,Private,PRIVATE,PRIVATE,GW,GW,50,20,,#N/A,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA2701658,ARROYO CENTER WC,MONTEREY,Private,P,Private,Private,IOU,IOU,PRIVATE-IOU,PRIVATE-IOU,GU,GW,130,65,,#N/A,C,C,Community,LPA,RETURNED TO COMPLIANCE,10,NA,10,,
CA2701670,LANGLEY/VALLE PACIFICO WS,MONTEREY,Private,P,Private,Private,Private,Private,PRIVATE,PRIVATE,GW,GW,81,30,,#N/A,C,C,Community,LPA,RETURNED TO COMPLIANCE,8,NA,8,,
CA2701676,SAN LUCAS WD,MONTEREY,Private,P,Local,Public,County Water District,County Water District,SPECIAL DISTRICT,SPECIAL DISTRICT,GW,GW,500,96,SC,Small Community,C,C,Community,LPA,OUT-OF-COMPLIANCE,7,NA,7,,
CA2701687,VALLEY OAKS MHP WS,MONTEREY,Private,P,Private,Private,MHP,MHP,MHP,MHP,GW,GW,120,46,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,4,4,,
CA2701701,BRADLEY-LOCKWOOD RD WS,MONTEREY,Private,P,Private,Private,Private,Private,PRIVATE,PRIVATE,GW,GW,39,16,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA2701705,TASSAJARA SPRINGS WS,MONTEREY,Private,P,Private,Private,Private,Private,PRIVATE,PRIVATE,GU,GW,150,70,XS,State Small Water System,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA2701731,BRANDON CREEK MWS,MONTEREY,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,SW,SW,41,26,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA2701740,BLUFFS WS,MONTEREY,Private,P,Private,Private,Private,Private,PRIVATE,PRIVATE,GW,GW,172,43,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA2701742,CALIFORNIA ORCHARD WS,MONTEREY,Private,P,Private,Private,Private,Private,PRIVATE,PRIVATE,GW,GW,290,50,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,1,1,,
CA2701789,HOLLY HILLS MWC,MONTEREY,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,108,27,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA2701800,TULARCITOS MWC,MONTEREY,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,85,51,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA2701820,CORDA RD WS,MONTEREY,Private,P,Private,Private,Private,Private,PRIVATE,PRIVATE,GW,GW,60,19,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,1,1,,
CA2701822,ROBLEY PROPERTY MWS,MONTEREY,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,80,33,,#N/A,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA2701882,CAL AM WATER COMPANY - BISHOP,MONTEREY,Private,P,Private,Private,IOU,IOU,PRIVATE-IOU,PRIVATE-IOU,GW,GW,925,376,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA2701888,CACHAGUA MUTUAL WS (#4),MONTEREY,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,55,24,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA2701897,BERRY DR WS #02,MONTEREY,Private,P,Private,Private,Private,Private,PRIVATE,PRIVATE,GW,GW,30,19,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA2701898,CLEAR RIDGE WA,MONTEREY,Private,P,Private,Private,PA,PA,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GU,GW,123,41,,#N/A,C,C,Community,LPA,OUT-OF-COMPLIANCE,11,NA,11,,
CA2701904,SAN JERARDO COOP WS,MONTEREY,Private,P,Private,Private,Private,Private,PRIVATE,PRIVATE,GW,GW,249,67,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA2701906,SAN ANTONIO MHE WS,MONTEREY,Private,P,Private,Private,Private,Private,PRIVATE,PRIVATE,GW,GW,65,30,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA2701918,LOMAS DEL SOL MWS,MONTEREY,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,93,31,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA2701926,MORO RD WS #09,MONTEREY,Private,P,Private,Private,Private,Private,PRIVATE,PRIVATE,GW,GW,210,65,SC,Small Community,C,C,Community,LPA,OUT-OF-COMPLIANCE,24,NA,24,,
CA2701929,COUNTRY MEADOWS MWC,MONTEREY,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,294,108,,#N/A,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA2701935,MOUNT TORO RANCHOS MWA,MONTEREY,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,45,15,,#N/A,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA2701956,PIONEER PLACE MWS,MONTEREY,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,66,22,,#N/A,C,C,Community,LPA,IN COMPLIANCE,0,2,2,,
CA2701959,TIERRA VISTA MWC,MONTEREY,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,57,19,SC,Small Community,C,C,Community,LPA,RETURNED TO COMPLIANCE,14,NA,14,,
CA2702003,VIERRA MEADOWS MWC,MONTEREY,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,75,25,,#N/A,C,C,Community,LPA,RETURNED TO COMPLIANCE,1,NA,1,,
CA2702007,VIERRA ESTATES WS,MONTEREY,Private,P,Private,Private,Private,Private,PRIVATE,PRIVATE,GW,GW,164,48,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA2702026,APRICOT LN WS,MONTEREY,Private,P,Private,Private,Private,Private,PRIVATE,PRIVATE,GW,GW,72,24,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA2702055,VIERRA KNOLLS MWC,MONTEREY,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,66,22,,#N/A,C,C,Community,LPA,IN COMPLIANCE,0,1,1,,
CA2702073,SAN MIGUEL WS #22,MONTEREY,Private,P,Private,Private,Private,Private,PRIVATE,PRIVATE,GW,GW,93,31,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA2702094,BLACKIE RD WS #18,MONTEREY,Private,P,Private,Private,Private,Private,PRIVATE,PRIVATE,GW,GW,60,20,,#N/A,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA2702110,DELANY WC,MONTEREY,Private,P,Private,Private,Private,Private,PRIVATE,PRIVATE,GW,GW,60,19,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,1,1,,
CA2702135,FOOTHILL WA,MONTEREY,Private,P,Private,Private,PA,PA,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,28,18,,#N/A,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA2702140,WOODSIDE WA,MONTEREY,Private,P,Private,Private,Private,Private,PRIVATE,PRIVATE,GW,GW,78,26,,#N/A,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA2702148,ASOLEADO MWC,MONTEREY,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,52,36,,#N/A,C,C,Community,LPA,IN COMPLIANCE,0,1,1,,
CA2702198,FOOTHILL ESTATES WS,MONTEREY,Private,P,Private,Private,Private,Private,PRIVATE,PRIVATE,GW,GW,183,61,,#N/A,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA2702256,NORTH SHORE ESTATESWS,MONTEREY,Private,P,Private,Private,Private,Private,PRIVATE,PRIVATE,GW,GW,60,33,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA2702268,NEW CAMALDOLI HERMITAGE WS,MONTEREY,Private,P,Private,Private,Private,Private,PRIVATE,PRIVATE,GW,GW,54,54,,#N/A,C,C,Community,LPA,IN COMPLIANCE,0,4,4,,
CA2702299,POST RANCH INN WS,MONTEREY,Private,P,Private,Private,Private,Private,PRIVATE,PRIVATE,GW,GW,150,58,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,1,1,,
CA2702320,HITCHCOCK RD WS #01,MONTEREY,Private,P,Private,Private,Private,Private,PRIVATE,PRIVATE,GW,GW,175,1,SP,NonTransient-NonCommunity Water System,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA2702325,FERNWOOD WS,MONTEREY,Private,P,Private,Private,Private,Private,PRIVATE,PRIVATE,GU,GW,115,1,N1,Transient-Noncommunity Water System,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA2702328,VENTANA BIG SUR INN WS,MONTEREY,Private,P,Private,Private,Private,Private,PRIVATE,PRIVATE,SW,SW,66,33,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA2702374,COUNTRYSIDE ESTATES MWC,MONTEREY,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,73,23,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,1,1,,
CA2702388,ROYAL OAK PLACE WS,MONTEREY,Private,P,Private,Private,Private,Private,PRIVATE,PRIVATE,GW,GW,60,20,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA2702405,JENSEN MHP WS,MONTEREY,Private,P,Private,Private,MHP,MHP,MHP,MHP,GW,GW,56,26,SC,Small Community,C,C,Community,LPA,OUT-OF-COMPLIANCE,5,NA,5,,
CA2702409,EL CAMINO WC INC,MONTEREY,Private,P,Private,Private,Private,Private,PRIVATE,PRIVATE,GW,GW,90,31,SC,Small Community,C,C,Community,LPA,OUT-OF-COMPLIANCE,17,2,19,,
CA2702439,WOODLAND HEIGHTS MWC,MONTEREY,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,57,19,SC,Small Community,C,C,Community,LPA,RETURNED TO COMPLIANCE,6,NA,6,,
CA2702466,SAN VICENTE MWC,MONTEREY,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,90,30,SC,Small Community,C,C,Community,LPA,OUT-OF-COMPLIANCE,10,1,11,,
CA2702520,ARROYO SECO ESTATES MWS,MONTEREY,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,70,31,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA2702521,SANTA LUCIA PRESERVE WS,MONTEREY,Private,P,Private,Private,Private,Private,PRIVATE,PRIVATE,GW,GW,347,147,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA2702554,HIDDEN CANYON RANCH MWC,MONTEREY,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,102,89,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,1,1,,
CA2702588,CANADA WOODS WC,MONTEREY,Private,P,Private,Private,IOU,IOU,PRIVATE-IOU,PRIVATE-IOU,GU,GW,432,154,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA2702608,THIMIO MWC,MONTEREY,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,60,21,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA2702816,MERRILL GARDENS IRIS CANYON WS,MONTEREY,Private,P,Private,Private,Private,Private,PRIVATE,PRIVATE,GW,GW,161,120,,#N/A,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA2710001,ALCO WATER SERVICE,MONTEREY,Private,P,Private,Private,Private,Private,PRIVATE,PRIVATE,GW,GW,29179,8871,C1,Large Water System,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA2710004,CAL AM WATER COMPANY - MONTEREY,MONTEREY,Private,P,Private,Private,IOU,IOU,PRIVATE-IOU,PRIVATE-IOU,GU,GW,94803,37659,C1,Large Water System,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA2710005,CASTROVILLE COMMUNITY SERVICES DISTRICT,MONTEREY,Local,L,Local,Public,CSD,CSD,SPECIAL DISTRICT,SPECIAL DISTRICT,GW,GW,7100,2080,DAVCL,Disadvantaged Large Community Water System,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA2710006,CAL AM WATER COMPANY - AMBLER PARK,MONTEREY,Private,P,Private,Private,IOU,IOU,PRIVATE-IOU,PRIVATE-IOU,GW,GW,1114,402,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA2710007,"GONZALES, CITY OF",MONTEREY,Local,L,Local,Public,City,City,CITY,CITY,GW,GW,8383,1930,C1,Large Water System,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA2710008,"GREENFIELD, CITY OF",MONTEREY,Local,L,Local,Public,City,City,CITY,CITY,GW,GW,17898,3520,DAVCL,Disadvantaged Large Community Water System,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA2710009,CWSC KING CITY,MONTEREY,Private,P,Private,Private,IOU,IOU,PRIVATE-IOU,PRIVATE-IOU,GW,GW,14441,2701,C1,Large Water System,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA2710010,CWSC SALINAS,MONTEREY,Private,P,Private,Private,IOU,IOU,PRIVATE-IOU,PRIVATE-IOU,GW,GW,106858,23312,C1,Large Water System,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA2710011,"SOLEDAD, CITY OF",MONTEREY,Local,L,Local,Public,City,City,CITY,CITY,GW,GW,16729,3669,C1,Large Water System,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA2710012,CWSC SALINAS HILLS,MONTEREY,Private,P,Private,Private,IOU,IOU,PRIVATE-IOU,PRIVATE-IOU,GW,GW,8213,1652,C1,Large Water System,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA2710013,CWSC LAS LOMAS,MONTEREY,Private,P,Private,Private,IOU,IOU,PRIVATE-IOU,PRIVATE-IOU,GW,GW,3312,643,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA2710016,LITTLE BEAR WATER COMPANY,MONTEREY,Private,P,Private,Private,IOU,IOU,PRIVATE-IOU,PRIVATE-IOU,GW,GW,2303,705,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA2710017,MARINA COAST WATER DISTRICT,MONTEREY,Local,L,Local,Public,County Water District,County Water District,SPECIAL DISTRICT,SPECIAL DISTRICT,GW,GW,31218,8162,C1,Large Water System,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA2710018,SEASIDE MUNICIPAL WATER SYSTEM,MONTEREY,Local,L,Local,Public,City,City,CITY,CITY,GW,GW,2800,807,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA2710019,CWSC OAK HILLS,MONTEREY,Private,P,Private,Private,IOU,IOU,PRIVATE-IOU,PRIVATE-IOU,GW,GW,3904,887,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA2710020,PAJARO COMMUNITY SERVICES DISTRICT,MONTEREY,Local,L,Local,Public,CSD,CSD,SPECIAL DISTRICT,SPECIAL DISTRICT,GW,GW,6500,457,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA2710021,CAL AM WATER COMPANY - TORO,MONTEREY,Private,P,Private,Private,IOU,IOU,PRIVATE-IOU,PRIVATE-IOU,GW,GW,1148,418,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA2710022,CAL AM WATER COMPANY - HIDDEN HILLS,MONTEREY,Private,P,Private,Private,IOU,IOU,PRIVATE-IOU,PRIVATE-IOU,GW,GW,1233,449,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA2710023,TASCO SPRECKELS WATER COMPANY,MONTEREY,Private,P,Private,Private,IOU,IOU,PRIVATE-IOU,PRIVATE-IOU,GW,GW,1079,327,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA2710300,CSP-PFEIFFER BIG SUR,MONTEREY,State Government,S,State Government,Public,State,State,STATEFED,STATE,GW,GW,80,129,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA2710702,FORT HUNTER LIGGETT,MONTEREY,Federal Government,F,Federal Government,Public,Federal,Federal,STATEFED,FEDERAL,GW,GW,5500,219,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA2710850,CORRECTIONAL TRAINING FACILITY - SOLEDAD,MONTEREY,State Government,S,State Government,Public,State,State,STATEFED,STATE,GW,GW,5500,2769,C1,Large Water System,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA2710851,SALINAS VALLEY STATE PRISON,MONTEREY,State Government,S,State Government,Public,State,State,STATEFED,STATE,GW,GW,3386,2208,C1,Large Water System,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA2800023,RUTHERFORD HILL MUTUAL WATER,NAPA,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,170,1,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA2800035,RIVER RANCH FARM WORKER CENTER,NAPA,Local,L,Local,Public,County Dept. (other),County Dept. (other),COUNTY,COUNTY,GW,GW,66,4,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA2800039,CALISTOGA FARM WORKER CENTER,NAPA,Local,L,Local,Public,County Dept. (other),County Dept. (other),COUNTY,COUNTY,GW,GW,63,3,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA2800040,MONDAVI FARM WORKER CENTER,NAPA,Local,L,Local,Public,County Dept. (other),County Dept. (other),COUNTY,COUNTY,GW,GW,63,2,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA2800516,TUCKER ACRES MUTUAL WATER CO.,NAPA,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,200,23,,#N/A,C,C,Community,LPA,IN COMPLIANCE,0,1,1,,
CA2800521,CIRCLE OAKS WATER DISTRICT,NAPA,Private,P,Local,Public,County Water District,County Water District,SPECIAL DISTRICT,SPECIAL DISTRICT,SW,SW,500,190,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA2800525,LA TIERRA HEIGHTS MUTUAL,NAPA,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,67,19,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA2800526,BERRYESSA ESTATES (LBRID),NAPA,Local,L,Local,Public,Resort Improvement District - County,Resort Improvement District,COUNTY,COUNTY,SW,SW,535,170,SC,Small Community,C,C,Community,SWRCB-DISTRICT,RETURNED TO COMPLIANCE,2,1,3,,
CA2800527,LINDA FALLS TERRACE MUTUAL,NAPA,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,35,10,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,1,1,,
CA2800528,LINDA VISTA MUTUAL WATER CO,NAPA,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,50,15,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA2800530,MEYERS WATER CO.,NAPA,Private,P,Private,Private,IOU,IOU,PRIVATE-IOU,PRIVATE-IOU,GW,GW,260,75,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,1,1,,
CA2800531,MOORE S RESORT,NAPA,Private,P,Private,Private,Private,Private,PRIVATE,PRIVATE,GW,GW,70,20,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA2800532,VAILIMA ESTATES MUTUAL WATER,NAPA,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,25,15,,#N/A,C,C,Community,LPA,IN COMPLIANCE,0,6,6,,
