Water System No.,Water System Name,Type,Distribution System Class,Max Treatment Plant Class,Principal County Served,Primary Source Water Type
CA3310017,SOUTH MESA WC,C,D3,T1,RIVERSIDE  ,GW
CA3310018,HOME GARDENS COUNTY WD,C,D2,There are no treatment plants,RIVERSIDE  ,SWP
CA3310019,IDYLLWILD WATER DISTRICT,C,D2,T2,RIVERSIDE  ,GW
CA3310020,INDIO WATER AUTHORITY,C,D5,T2,RIVERSIDE  ,GW
CA3310021,JURUPA COMMUNITY SD,C,D5,T5,RIVERSIDE  ,GW
CA3310022,LAKE HEMET MWD,C,D5,TD,RIVERSIDE  ,GW
CA3310025,"NORCO, CITY OF",C,D4,T2,RIVERSIDE  ,SWP
CA3310026,NUEVO WATER COMPANY,C,D3,T2,RIVERSIDE  ,SWP
CA3310028,RIVERSIDE CSA #122-MESA VERDE,C,D2,T2,RIVERSIDE  ,GW
CA3310029,"PERRIS, CITY OF",C,D2,There are no treatment plants,RIVERSIDE  ,SWP
CA3310030,PINE COVE WATER DISTRICT,C,D2,T1,RIVERSIDE  ,GW
CA3310031,"RIVERSIDE, CITY OF",C,D5,T4,RIVERSIDE  ,GU
CA3310032,"SAN JACINTO, CITY OF",C,D3,T1,RIVERSIDE  ,GW
CA3310033,SANTA ANA RIVER WATER COMPANY,C,D2,TD,RIVERSIDE  ,GW
CA3310036,WESTERN MWD - MURRIETA DIVISION,C,D2,Operator is not required,RIVERSIDE  ,SWP
CA3310037,"CORONA, CITY OF",C,D5,T5,RIVERSIDE  ,SWP
CA3310038,RANCHO CALIFORNIA WATER DISTRICT,C,D5,T2,RIVERSIDE  ,SWP
CA3310040,FERN VALLEY WD,C,D2,T2,RIVERSIDE  ,SW
CA3310044,RUBIDOUX COMMUNITY SD,C,D3,T3,RIVERSIDE  ,GW
CA3310046,FARM MUTUAL W.C. (THE),C,D2,T1,RIVERSIDE  ,SWP
CA3310047,CABAZON WATER DISTRICT,C,D2,Operator is not required,RIVERSIDE  ,GW
CA3310048,COACHELLA VWD: I.D. NO. 8,C,D3,TD,RIVERSIDE  ,GW
CA3310049,WESTERN MWD,C,D5,T2,RIVERSIDE  ,SWP
CA3310051,MYOMA DUNES MUTUAL WATER COMPANY,C,D2,Operator is not required,RIVERSIDE  ,GW
CA3310052,LAKE HEMET-GARNER VALLEY,C,D1,Operator is not required,RIVERSIDE  ,GW
CA3310074,TEMESCAL VALLEY WATER DISTRICT,C,D4,There are no treatment plants,RIVERSIDE  ,SWP
CA3310075,WESTERN MWD (ARLINGTON),C,D4,T4,RIVERSIDE  ,SWP
CA3310076,WESTERN MWD (ID A - RAINBOW),C,D1,There are no treatment plants,RIVERSIDE  ,SWP
CA3310078,WEST PALM SPRINGS VILLAGE,C,D1,T2,RIVERSIDE  ,GW
CA3310080,LAKE HEMET MWD-CAMP GROUND,C,D1,TD,RIVERSIDE  ,GW
CA3310081,PALM SPRINGS CREST,C,D1,TD,RIVERSIDE  ,GW
CA3310082,NORTH PERRIS WATER SYSTEM,C,D2,Operator is not required,RIVERSIDE  ,GW
CA3310083,CHINO BASIN DESALTER AUTH. - DESALTER 2,C,D4,T5,RIVERSIDE  ,GW
CA3310800,CALIFORNIA REHABILITATION CENTER - NORCO,C,D2,TD,RIVERSIDE  ,SWP
CA3310801,BAUTISTA CC NO. 36,C,D1,T2,RIVERSIDE  ,GW
CA3310802,CHUCKAWALLA VALLEY STATE PRISON,C,D3,T3,RIVERSIDE  ,GW
CA3400101,HOOD WATER MAINTENCE DIST [SWS],C,D2,There are no treatment plants,SACRAMENTO  ,GW
CA3400103,B & W RESORT MARINA,C,D1,There are no treatment plants,SACRAMENTO  ,GW
CA3400106,EAST WALNUT GROVE [SWS],C,D2,T2,SACRAMENTO  ,GW
CA3400107,RIVER'S EDGE MARINA & RESORT,C,D1,There are no treatment plants,SACRAMENTO  ,GW
CA3400121,EL DORADO MOBILE HOME PARK,C,D1,There are no treatment plants,SACRAMENTO  ,GW
CA3400122,EL DORADO WEST MHP,C,D1,There are no treatment plants,SACRAMENTO  ,GW
CA3400125,FREEPORT MARINA,C,D1,There are no treatment plants,SACRAMENTO  ,GW
CA3400128,HAPPY HARBOR (SWS),C,D1,There are no treatment plants,SACRAMENTO  ,GW
CA3400130,MAGNOLIA MUTUAL WATER,C,D1,There are no treatment plants,SACRAMENTO  ,GW
CA3400135,KORTHS PIRATES LAIR,C,D1,T2,SACRAMENTO  ,GW
CA3400137,LINCOLN CHAN-HOME RANCH,C,D1,There are no treatment plants,SACRAMENTO  ,GW
CA3400138,LOCKE WATER WORKS CO [SWS],C,D1,There are no treatment plants,SACRAMENTO  ,GW
CA3400149,RANCHO MARINA,C,D1,T2,SACRAMENTO  ,GW
CA3400155,SEQUOIA WATER ASSOC,C,D1,There are no treatment plants,SACRAMENTO  ,GW
CA3400156,SOUTHWEST TRACT W M D [SWS],C,D2,There are no treatment plants,SACRAMENTO  ,GWP
CA3400164,"VIEIRA'S RESORT, INC",C,D1,T2,SACRAMENTO  ,GW
CA3400169,SPINDRIFT MARINA,C,D1,T2,SACRAMENTO  ,GW
CA3400172,TOKAY PARK WATER CO,C,D1,There are no treatment plants,SACRAMENTO  ,GW
CA3400179,MC CLELLAN MHP,C,D1,There are no treatment plants,SACRAMENTO  ,GW
CA3400181,LAGUNA DEL SOL INC,C,D1,There are no treatment plants,SACRAMENTO  ,GW
CA3400190,IMPERIAL MANOR MOBILEHOME COMMUNITY,C,D1,There are no treatment plants,SACRAMENTO  ,GW
CA3400191,ELEVEN OAKS MOBILE HOME COMMUNITY,C,D1,There are no treatment plants,SACRAMENTO  ,GW
CA3400192,TUNNEL TRAILER PARK,C,D1,There are no treatment plants,SACRAMENTO  ,GW
CA3400217,HOMETOWN COLONIAL ESTATES LLC,C,D1,There are no treatment plants,SACRAMENTO  ,GW
CA3400229,RIO COSUMNES CORRECTIONAL CENTER [SWS],C,D2,T3,SACRAMENTO  ,GW
CA3400296,SAC CITY MOBILE HOME COMMUNITY LP,C,D1,There are no treatment plants,SACRAMENTO  ,GW
CA3400331,WESTERNER MOBILE HOME PARK,C,D1,There are no treatment plants,SACRAMENTO  ,GW
CA3400335,HOLIDAY MOBILE VILLAGE,C,D1,There are no treatment plants,SACRAMENTO  ,GW
CA3400397,LAGUNA VILLAGE RV PARK,C,D1,There are no treatment plants,SACRAMENTO  ,GW
CA3400401,PLANTATION MOBILE HOME PARK,C,D1,There are no treatment plants,SACRAMENTO  ,GW
CA3400433,EDGEWATER MOBILE HOME PARK,C,D1,T2,SACRAMENTO  ,GW
CA3410001,SACRAMENTO SUBURBAN WATER DISTRICT,C,D4,T2,SACRAMENTO  ,SWP
CA3410002,SCWA - ARDEN PARK VISTA,C,D2,T2,SACRAMENTO  ,GW
CA3410003,GOLDEN STATE WATER CO - ARDEN WATER SERV,C,D2,T1,SACRAMENTO  ,GW
CA3410004,CARMICHAEL WATER DISTRICT,C,D3,T5,SACRAMENTO  ,GU
CA3410005,RANCHO MURIETA COMMUNITY SERVI,C,D2,T3,SACRAMENTO  ,SW
CA3410006,CITRUS HEIGHTS WATER DISTRICT,C,D4,TD,SACRAMENTO  ,SWP
CA3410007,DEL PASO MANOR COUNTY WATER DI,C,D2,T2,SACRAMENTO  ,GW
CA3410008,ELK GROVE WATER DISTRICT,C,D3,T3,SACRAMENTO  ,GW
CA3410009,FAIR OAKS WATER DISTRICT,C,D3,TD,SACRAMENTO  ,SWP
CA3410010,CAL AM - SUBURBAN ROSEMONT,C,D4,T2,SACRAMENTO  ,SWP
CA3410011,"GALT, CITY OF",C,D3,T2,SACRAMENTO  ,GW
CA3410012,CAL AM - ISLETON,C,D2,T2,SACRAMENTO  ,GW
CA3410013,CAL AM - LINCOLN OAKS,C,D3,T2,SACRAMENTO  ,SWP
CA3410014,"FOLSOM, CITY OF - MAIN",C,D4,T5,SACRAMENTO  ,SW
CA3410015,GOLDEN STATE WATER CO. - CORDOVA,C,D3,T4,SACRAMENTO  ,SW
CA3410016,ORANGE VALE WATER COMPANY,C,D3,There are no treatment plants,SACRAMENTO  ,SWP
CA3410017,CAL AM - PARKWAY,C,D3,T3,SACRAMENTO  ,SWP
CA3410018,RIO LINDA/ELVERTA COMMUNITY WATER DIST,C,D3,T1,SACRAMENTO  ,GW
CA3410020,CITY OF SACRAMENTO MAIN,C,D4,T5,SACRAMENTO  ,SW
CA3410021,SAN JUAN WATER DISTRICT,C,D4,T5,SACRAMENTO  ,SW
CA3410022,OLYMPIA MOBILODGE,C,D1,There are no treatment plants,SACRAMENTO  ,GW
CA3410023,CAL AM - FRUITRIDGE VISTA,C,D3,T2,SACRAMENTO  ,SWP
CA3410026,CALIFORNIA STATE FAIR,C,D1,TD,SACRAMENTO  ,GW
CA3410029,SCWA - LAGUNA/VINEYARD,C,D5,T5,SACRAMENTO  ,SW
CA3410030,"FOLSOM, CITY OF - ASHLAND",C,D2,There are no treatment plants,SACRAMENTO  ,SWP
CA3410031,CAL AM - ANTELOPE,C,D3,T2,SACRAMENTO  ,SWP
CA3410032,FOLSOM STATE PRISON,C,D2,T3,SACRAMENTO  ,SW
CA3410033,FLORIN COUNTY WATER DISTRICT,C,D2,T1,SACRAMENTO  ,GW
CA3410045,CAL AM - ARDEN,C,D2,T1,SACRAMENTO  ,SWP
CA3410047,CAL AM - WALNUT GROVE,C,D1,T2,SACRAMENTO  ,GW
CA3410704,SCWA MATHER-SUNRISE,C,D3,T2,SACRAMENTO  ,SWP
CA3500006,CSA NO. 31 STONEGATE WS,C,D1,T2,SAN BENITO  ,SW
CA3500505,THOUSAND TRAILS SAN BENITO PRESERVE,C,D1,TD,SAN BENITO  ,GW
CA3500509,TRES PINOS CWD,C,D1,TD,SAN BENITO  ,GW
CA3500510,MCMAHON ROAD MUTUAL WATER COMPANY,C,D1,TD,SAN BENITO  ,GW
CA3500511,CASA DE FRUTA ORCHARDS,C,D1,TD,SAN BENITO  ,GW
CA3500527,VALENZUELA WATER SYSTEM,C,D1,T2,SAN BENITO  ,GW
CA3500549,ROSA MORADA MUTUAL WATER COMPANY,C,D1,TD,SAN BENITO  ,GW
CA3500550,SAN JUSTO MUTUAL WATER COMPANY,C,D1,TD,SAN BENITO  ,GW
CA3500552,VENTURE ESTATES MWC,C,D1,TD,SAN BENITO  ,GW
CA3500556,MISSION FARM R.V. PARK,C,D1,T1,SAN BENITO  ,GW
CA3500575,SPRINGWOOD ESTATES MWC,C,D1,TD,SAN BENITO  ,GW
CA3500576,AROMAS HILLS MUTUAL WATER ASSOCIATION,C,D1,T1,SAN BENITO  ,GW
CA3500578,LOS MADRONES MWC,C,D1,TD,SAN BENITO  ,GW
CA3500579,VINEYARD ESTATES MWC,C,D1,There are no treatment plants,SAN BENITO  ,GW
CA3500581,RANCHO SAN JOAQUIN MWC,C,D1,TD,SAN BENITO  ,GW
CA3500810,WHISPERING PINES INN,C,D1,T2,SAN BENITO  ,GW
CA3500823,BEST ROAD MWC,C,D1,T1,SAN BENITO  ,GU
CA3500825,UNION HEIGHTS MWC,C,D1,TD,SAN BENITO  ,GW
CA3500830,FALLON ROAD LABOR HOUSING,C,D1,There are no treatment plants,SAN BENITO  ,GW
CA3500836,BETABEL RV RESORT,C,D1,There are no treatment plants,SAN BENITO  ,GW
CA3500900,ASHFORD HIGHLANDS MWC,C,D1,TD,SAN BENITO  ,GW
CA3500904,HOLLISTER RANCH ESTATES,C,D1,T1,SAN BENITO  ,GW
CA3500910,DUNNEVILLE ESTATES CSA #50,C,D1,T1,SAN BENITO  ,GW
CA3500911,CREEKBRIDGE MUTUAL WATER COMPANY,C,D1,TD,SAN BENITO  ,GW
CA3500912,COMSTOCK MUTUAL WATER COMPANY,C,D1,TD,SAN BENITO  ,GW
CA3510001,"HOLLISTER, CITY OF",C,D3,TD,SAN BENITO  ,SWP
CA3510002,"SAN JUAN BAUTISTA, CITY OF",C,D2,T1,SAN BENITO  ,GW
CA3510003,SUNNYSLOPE COUNTY WATER DIST,C,D3,T1,SAN BENITO  ,SWP
CA3510004,AROMAS WATER DISTRICT,C,D2,T1,SAN BENITO  ,GW
CA3510006,MISSION OAKS MOBILE HOME PARK,C,D1,TD,SAN BENITO  ,GW
CA3510007,SAN BENITO COUNTY WATER DISTRICT,C,D1,T3,SAN BENITO  ,SW
CA3600008,APPLE VALLEY FOOTHILL CWD,C,D1,TD,SAN BERNARDINO  ,GW
CA3600009,APPLE VALLEY HEIGHTS CWD,C,D1,There are no treatment plants,SAN BERNARDINO  ,GW
CA3600010,LIBERTY UTILITIES APPLE VALLEY,C,D1,TD,SAN BERNARDINO  ,GW
CA3600012,APPLE VALLEY VIEW MWC,C,D1,There are no treatment plants,SAN BERNARDINO  ,GW
CA3600022,BAKER COMMUNITY SERVICES DISTRICT,C,D1,There are no treatment plants,SAN BERNARDINO  ,GW
CA3600025,BAR-LEN MWC,C,D1,There are no treatment plants,SAN BERNARDINO  ,GW
CA3600027,"BAR ""H"" MWC",C,D1,There are no treatment plants,SAN BERNARDINO  ,GW
CA3600031,BIG PINE TRACT,C,D1,There are no treatment plants,SAN BERNARDINO  ,GW
CA3600064,CAMP WATERMAN MWC,C,D1,There are no treatment plants,SAN BERNARDINO  ,GW
CA3600070,CENTER WATER CO,C,D1,There are no treatment plants,SAN BERNARDINO  ,GW
CA3600071,CHAMISAL MWC,C,D1,There are no treatment plants,SAN BERNARDINO  ,GW
CA3600086,DAGGETT COMM SVCS DIST,C,D1,There are no treatment plants,SAN BERNARDINO  ,GW
CA3600087,DEER LODGE WATER SYSTEM,C,D1,T2,SAN BERNARDINO  ,SWP
CA3600088,DESERT DAWN MWC,C,D1,There are no treatment plants,SAN BERNARDINO  ,GW
CA3600089,DESERT SPRINGS MWC,C,D1,There are no treatment plants,SAN BERNARDINO  ,GW
CA3600094,DOGWOOD BLUE JAY CYN IMP,C,D1,T1,SAN BERNARDINO  ,GW
CA3600107,FOREST PARK MWC,C,D1,TD,SAN BERNARDINO  ,GW
CA3600114,CSA 70 W-3 HACIENDA,C,D1,TD,SAN BERNARDINO  ,GW
CA3600123,HI DESERT MWC,C,D1,There are no treatment plants,SAN BERNARDINO  ,GW
CA3600133,OAK GLEN RETREAT,C,NR,There are no treatment plants,SAN BERNARDINO  ,GW
CA3600139,JUBILEE MWC,C,D1,There are no treatment plants,SAN BERNARDINO  ,GW
CA3600152,LOMA LINDA UNIVERSITY,C,D2,T2,SAN BERNARDINO  ,GW
CA3600155,RIVER RANCH MHP,C,D1,TD,SAN BERNARDINO  ,GW
CA3600156,LUCERNE VALLEY MWC,C,D1,There are no treatment plants,SAN BERNARDINO  ,GW
CA3600157,LUCERNE VISTA MWC,C,D1,There are no treatment plants,SAN BERNARDINO  ,GW
CA3600158,LYTLE SPRINGS WC,C,D1,There are no treatment plants,SAN BERNARDINO  ,GW
CA3600166,MILL CREEK MSC,C,D1,There are no treatment plants,SAN BERNARDINO  ,GW
CA3600172,MP MINE OPERATIONS LLC,C,D1,There are no treatment plants,SAN BERNARDINO  ,GW
CA3600180,NAVAJO MWC,C,D1,There are no treatment plants,SAN BERNARDINO  ,GW
CA3600184,NORTH SHORE MWC,C,D1,T2,SAN BERNARDINO  ,GW
CA3600185,OAK GLEN DOMESTIC WATER,C,D1,There are no treatment plants,SAN BERNARDINO  ,GW
CA3600187,OLIVE DELL RANCH,C,D1,There are no treatment plants,SAN BERNARDINO  ,GW
CA3600196,CSA 70 W-4 PIONEERTOWN,C,D1,TD,SAN BERNARDINO  ,GW
CA3600200,RANCHERITOS MWC,C,D1,There are no treatment plants,SAN BERNARDINO  ,GW
CA3600209,ROCKY COMFORT MUTUAL WATER CO,C,D1,There are no treatment plants,SAN BERNARDINO  ,SWP
CA3600215,GILBERT STREET COMPLEX,C,D1,TD,SAN BERNARDINO  ,GW
CA3600220,CSA 42 ORO GRANDE,C,D1,TD,SAN BERNARDINO  ,GW
CA3600222,JUNIPER RIVIERA CWD,C,D1,TD,SAN BERNARDINO  ,GW
CA3600226,CSA 70-F MORONGO,C,D1,TD,SAN BERNARDINO  ,GW
CA3600258,SKY FOREST MWC,C,D1,There are no treatment plants,SAN BERNARDINO  ,SWP
CA3600260,SMILEY PARK COUNTRY CLUB,C,D1,T1,SAN BERNARDINO  ,GW
CA3600262,SNOWCREST HEIGHTS IMP ASSOC,C,D1,There are no treatment plants,SAN BERNARDINO  ,GW
CA3600270,GOLDEN STATE WATER MORONGO DELNORTE,C,D1,T1,SAN BERNARDINO  ,GW
CA3600279,GOLDEN STATE WATER DESERT VIEW,C,D1,TD,SAN BERNARDINO  ,GW
CA3600283,DEPARTMENT OF WATER AND POWER,C,D1,There are no treatment plants,SAN BERNARDINO  ,GW
CA3600297,GORDON ACRES WATER CO,C,D1,There are no treatment plants,SAN BERNARDINO  ,GW
CA3600301,STRAWBERRY LODGE MWC,C,D1,There are no treatment plants,SAN BERNARDINO  ,GW
CA3600306,THUNDERBIRD CWD,C,D1,T1,SAN BERNARDINO  ,GW
CA3600345,WEST END MWC,C,D1,There are no treatment plants,SAN BERNARDINO  ,GW
CA3600372,PALMS RIVER RESORT,C,D1,There are no treatment plants,SAN BERNARDINO  ,GW
CA3600382,MWD OF SO CAL IRON MOUNTAIN,C,D1,T2,SAN BERNARDINO  ,SW
CA3600383,MWD OF SO CAL GENE PLANT,C,D1,T2,SAN BERNARDINO  ,SW
CA3600385,BROOKSIDE MHP,C,D1,There are no treatment plants,SAN BERNARDINO  ,GW
CA3600386,FOOTHILL ESTATES MHP,C,D1,There are no treatment plants,SAN BERNARDINO  ,GW
CA3600388,DESERT VIEW MOBILE PARK,C,D1,There are no treatment plants,SAN BERNARDINO  ,GW
CA3600391,HILLCREST MOBILE ESTATES,C,D1,There are no treatment plants,SAN BERNARDINO  ,GW
CA3600397,MOSS MOBILE MANOR,C,D1,There are no treatment plants,SAN BERNARDINO  ,GW
CA3600399,PARADISE MOBILE ESTATES,C,D1,TD,SAN BERNARDINO  ,GW
CA3600400,APPLE VALLEY VILLAGE MHE,C,D1,There are no treatment plants,SAN BERNARDINO  ,GW
CA3600446,UPPER LITTLE BEAR MOUNTAIN CLUB,C,D1,There are no treatment plants,SAN BERNARDINO  ,GW
CA3600504,KNOLL ENTERPRISES,C,D1,There are no treatment plants,SAN BERNARDINO  ,GW
CA3600591,CAMP OAKES,C,NR,There are no treatment plants,SAN BERNARDINO  ,GW
CA3600785,LAKE JODIE WATER SYSTEM,C,D1,There are no treatment plants,SAN BERNARDINO  ,GW
CA3601010,CRYSTAL LAKE PROPERTY OWNERS,C,D1,There are no treatment plants,SAN BERNARDINO  ,GW
CA3601015,IRONWOOD CAMP,C,D1,T2,SAN BERNARDINO  ,GW
CA3601036,CALICO LAKE HOMEOWNERS,C,D1,There are no treatment plants,SAN BERNARDINO  ,GW
CA3601045,BEAR VALLEY MHP,C,D1,There are no treatment plants,SAN BERNARDINO  ,GW
CA3601048,BARTON FLATS WATER SYSTEM,C,D1,T2,SAN BERNARDINO  ,SW
CA3601085,RANCHO PINO VERDE,C,D1,There are no treatment plants,SAN BERNARDINO  ,GW
CA3601182,HIGH DESERT DETENTION CENTER,C,D1,T3,SAN BERNARDINO  ,GW
CA3610001,"ADELANTO, CITY OF",C,D3,T2,SAN BERNARDINO  ,GW
CA3610002,ALPINE WATER USERS ASSOCIATION,C,D2,T2,SAN BERNARDINO  ,SWP
CA3610003,LIBERTY UTILITIES (AV RANCHOS) CORP.,C,D5,TD,SAN BERNARDINO  ,GW
CA3610004,WEST VALLEY WATER DISTRICT,C,D5,T5,SAN BERNARDINO  ,SW
CA3610005,LAKE ARROWHEAD CSD,C,D4,T3,SAN BERNARDINO  ,SW
CA3610006,WATER FACILITIES AUTHORITY-JPA,C,D4,T5,SAN BERNARDINO  ,SW
CA3610008,BIG BEAR CITY CSD,C,D3,T3,SAN BERNARDINO  ,GU
CA3610009,BIGHORN - DESERT VIEW WATER AGENCY,C,D2,TD,SAN BERNARDINO  ,GW
CA3610011,CEDARPINES PARK MWC,C,D2,T1,SAN BERNARDINO  ,SWP
CA3610012,"CHINO, CITY OF",C,D5,T4,SAN BERNARDINO  ,SWP
CA3610013,"LOMA LINDA, CITY OF",C,D3,T3,SAN BERNARDINO  ,GW
CA3610014,"COLTON, CITY OF",C,D5,T2,SAN BERNARDINO  ,GW
CA3610015,CRESTLINE VILLAGE CWD - DIVISION 10,C,D3,T2,SAN BERNARDINO  ,SWP
CA3610016,GLEN MARTIN MWC,C,D1,TD,SAN BERNARDINO  ,GW
CA3610018,CUCAMONGA VALLEY WATER DISTRICT,C,D5,T5,SAN BERNARDINO  ,SW
CA3610019,SAN BERNARDINO VALLEY WD,C,D4,TD,SAN BERNARDINO  ,GW
CA3610021,FALLSVALE SERVICE COMPANY,C,D1,TD,SAN BERNARDINO  ,GW
CA3610022,DWP - FAWNSKIN,C,D1,T2,SAN BERNARDINO  ,GU
CA3610023,GREEN VALLEY MWC,C,D2,TD,SAN BERNARDINO  ,SWP
CA3610024,HESPERIA WD,C,D5,TD,SAN BERNARDINO  ,GW
CA3610025,JOSHUA BASIN WATER DISTRICT,C,D3,TD,SAN BERNARDINO  ,GW
CA3610026,SBDNO COUNTY SERVICE AREA 70 CEDAR GLEN,C,D2,TD,SAN BERNARDINO  ,SWP
CA3610028,MARYGOLD MWC,C,D2,T2,SAN BERNARDINO  ,GW
CA3610029,MONTE VISTA WD,C,D5,T4,SAN BERNARDINO  ,SWP
CA3610030,MARIANA RANCHOS CWD,C,D2,There are no treatment plants,SAN BERNARDINO  ,GW
CA3610031,MUSCOY MWC NO. 1,C,D2,TD,SAN BERNARDINO  ,GW
CA3610032,"NEEDLES, CITY OF",C,D2,TD,SAN BERNARDINO  ,GW
CA3610033,MT BALDY HOMEOWNERS ASSN.,C,D1,TD,SAN BERNARDINO  ,GW
CA3610034,ONTARIO MUNICIPAL UTILITIES COMPANY,C,D5,T3,SAN BERNARDINO  ,SWP
CA3610036,"CHINO HILLS, CITY OF",C,D5,T2,SAN BERNARDINO  ,SWP
CA3610037,REDLANDS CITY MUD-WATER DIV,C,D5,T5,SAN BERNARDINO  ,SW
CA3610038,"RIALTO, CITY OF",C,D4,T3,SAN BERNARDINO  ,SWP
CA3610039,SAN BERNARDINO CITY,C,D5,T5,SAN BERNARDINO  ,GW
CA3610041,SAN GABRIEL VALLEY WC - FONTANA,C,D5,T5,SAN BERNARDINO  ,SW
CA3610043,GOLDEN STATE WATER CO - BARSTOW,C,D4,T2,SAN BERNARDINO  ,GW
CA3610044,BIG BEAR LAKE DWP - BIG BEAR SYSTEM,C,D3,T1,SAN BERNARDINO  ,GW
CA3610045,LACSD - RIMFOREST,C,D1,There are no treatment plants,SAN BERNARDINO  ,SWP
CA3610046,VALLEY VIEW PARK MWC,C,D1,TD,SAN BERNARDINO  ,SWP
CA3610047,GOLDEN STATE WATER CO - WRIGHTWOOD,C,D3,T1,SAN BERNARDINO  ,GW
CA3610048,TERRACE WATER COMPANY,C,D2,There are no treatment plants,SAN BERNARDINO  ,GWP
CA3610049,TWENTYNINE PALMS WATER DISTRICT,C,D4,T2,SAN BERNARDINO  ,GW
CA3610050,"UPLAND, CITY OF",C,D5,T3,SAN BERNARDINO  ,SW
CA3610051,VALLEY OF ENCHANTMENT MWC,C,D2,T1,SAN BERNARDINO  ,SWP
CA3610052,VICTORVILLE WATER DISTRICT,C,D5,T3,SAN BERNARDINO  ,SWP
CA3610053,WESTERN HEIGHTS WATER COMPANY,C,D2,T2,SAN BERNARDINO  ,SWP
CA3610055,YUCAIPA VALLEY WATER DISTRICT,C,D4,T3,SAN BERNARDINO  ,SW
CA3610057,RIVERSIDE HIGHLAND WATER COMPANY,C,D3,TD,SAN BERNARDINO  ,GW
CA3610060,BDVWA - GOAT MOUNTAIN ID,C,D2,TD,SAN BERNARDINO  ,GW
CA3610062,RUNNING SPRINGS WATER DISTRICT,C,D2,T2,SAN BERNARDINO  ,SWP
CA3610063,GOLDEN STATE WATER CO - MORONGO DEL SUR,C,D2,T2,SAN BERNARDINO  ,GW
CA3610064,EAST VALLEY WATER DISTRICT,C,D5,T4,SAN BERNARDINO  ,SW
CA3610073,HI DESERT WD,C,D4,T2,SAN BERNARDINO  ,GW
CA3610075,CHINO BASIN DESALTER AUTH. - DESALTER 1,C,D4,T5,SAN BERNARDINO  ,GW
CA3610082,SAN ANTONIO CANYON MSC,C,D1,TD,SAN BERNARDINO  ,GW
CA3610085,SAN ANTONIO WATER COMPANY,C,D3,TD,SAN BERNARDINO  ,GW
CA3610086,WEST END CONSOLIDATED WATER COMPANY,C,D4,TD,SAN BERNARDINO  ,GW
CA3610093,ARROWHEAD VILLAS MUTUAL SERVICE COMPANY,C,D1,T2,SAN BERNARDINO  ,SWP
CA3610105,GOLDEN STATE WATER CO - APPLE VLY NORTH,C,D2,TD,SAN BERNARDINO  ,GW
CA3610107,GOLDEN STATE WATER CO - APPLE VLY SOUTH,C,D2,TD,SAN BERNARDINO  ,GW
CA3610108,GOLDEN STATE WATER CO - LUCERNE,C,D1,TD,SAN BERNARDINO  ,GW
CA3610109,SHEEP CREEK WATER COMPANY,C,D3,TD,SAN BERNARDINO  ,GW
CA3610110,ARROWBEAR PARK CWD,C,D2,T2,SAN BERNARDINO  ,GW
CA3610112,HELENDALE COMMUNITY SERVICE DISTRICT,C,D3,TD,SAN BERNARDINO  ,GW
CA3610114,CLAWA,C,D3,T3,SAN BERNARDINO  ,SW
CA3610117,DEVORE WC,C,D3,TD,SAN BERNARDINO  ,GW
CA3610118,LIBERTY -YERMO,C,D2,TD,SAN BERNARDINO  ,GW
CA3610120,PHELAN PINON HILLS CSD,C,D4,TD,SAN BERNARDINO  ,GW
CA3610121,SBDNO COUNTY SERVICE AREA 64,C,D3,TD,SAN BERNARDINO  ,GW
CA3610125,SBDNO COUNTY SERVICE AREA 70J,C,D4,TD,SAN BERNARDINO  ,GW
CA3610129,MOJAVE WATER AGENCY,C,D4,TD,SAN BERNARDINO  ,GW
CA3610701,USMC NEBO (BARSTOW),C,D2,TD,SAN BERNARDINO  ,GWP
CA3610703,USMC - 29 PALMS,C,D4,T3,SAN BERNARDINO  ,GW
CA3610705,US ARMY FORT IRWIN,C,D4,T3,SAN BERNARDINO  ,GW
CA3610800,CDF - OAK GLEN CONSERVATION CAMP,C,D1,TD,SAN BERNARDINO  ,GW
CA3610801,CDF - PILOT ROCK CONSERVATION CAMP,C,D1,T2,SAN BERNARDINO  ,GW
CA3610850,CALIFORNIA INSTITUTION FOR MEN,C,D3,T4,SAN BERNARDINO  ,GW
CA3610851,CALIFORNIA INSTITUTION FOR WOMEN,C,D2,T1,SAN BERNARDINO  ,GWP
CA3610854,SEARLES VALLEY MINERALS OPERATIONS INC,C,D2,T2,SAN BERNARDINO  ,GW
CA3700041,BARRETT LAKE MH AND RV LLC,C,D1,TD,SAN DIEGO  ,GW
CA3700071,HEAVENLY OAKS,C,D1,There are no treatment plants,SAN DIEGO  ,GW
CA3700073,H & J WATER COMPANY,C,D1,TD,SAN DIEGO  ,GW
CA3700074,CUYAMACA WATER DISTRICT,C,D1,TD,SAN DIEGO  ,GW
CA3700277,SUNRISE ESTATES MUTUAL WATER COMPANY,C,D1,There are no treatment plants,SAN DIEGO  ,GW
CA3700291,"OCOTILLO OASIS, LLC",C,D1,T1,SAN DIEGO  ,GW
CA3700422,LAGUNA MOUNTIAN MUTUAL WATER CO.,C,D1,There are no treatment plants,SAN DIEGO  ,GW
CA3700859,RANCHO DEL CAMPO WATER SYSTEM,C,D2,T2,SAN DIEGO  ,GW
CA3700866,DEL DIOS MUTUAL WATER COMPANY,C,D1,TD,SAN DIEGO  ,SWP
CA3700897,GUATAY MUTUAL BENEFIT CORPORATION,C,D1,TD,SAN DIEGO  ,GW
