PWSID,PWS_Name,Primacy_FINAL,Final_inst_update,Inst_Subtype,SWRCB_LPA,CPUC
CA3010101,SANTA MARGARITA WATER DISTRICT,DISTRICT 08 - SANTA ANA,California Water District,NA,SWRCB,NO
CA3010079,EL TORO WATER DISTRICT,DISTRICT 08 - SANTA ANA,California Water District,NA,SWRCB,NO
CA3010073,MOULTON NIGUEL WATER DISTRICT,DISTRICT 08 - SANTA ANA,California Water District,NA,SWRCB,NO
CA3110022,MCKINNEY WATER DISTRICT,DISTRICT 02 - LASSEN,California Water District,NA,SWRCB,NO
CA3310040,FERN VALLEY WD,DISTRICT 20 - RIVERSIDE,California Water District,NA,SWRCB,NO
CA3301775,HIGH VALLEYS WATER DISTRICT,DISTRICT 20 - RIVERSIDE,California Water District,NA,SWRCB,NO
CA3310038,RANCHO CALIFORNIA WATER DISTRICT,DISTRICT 20 - RIVERSIDE,California Water District,NA,SWRCB,NO
CA3710036,BORREGO WD,DISTRICT 26 - IMPERIAL,California Water District,NA,SWRCB,NO
CA3700074,CUYAMACA WATER DISTRICT,DISTRICT 26 - IMPERIAL,California Water District,NA,SWRCB,NO
CA3701837,WYNOLA WATER DISTRICT,DISTRICT 26 - IMPERIAL,California Water District,NA,SWRCB,NO
CA4510014,BELLA VISTA WATER DISTRICT,DISTRICT 02 - LASSEN,California Water District,NA,SWRCB,NO
CA4500303,TUCKER OAKS EAST WATER DISTRICT,LPA75 - SHASTA COUNTY,California Water District,NA,LPA,NO
CA4910029,CAMP MEEKER WATER SYSTEM,DISTRICT 18 - SONOMA,California Water District,NA,SWRCB,NO
CA5010039,WESTERN HILLS WATER DISTRICT/DIABLO GRAN,DISTRICT 10 - STOCKTON,California Water District,NA,SWRCB,NO
CA5210005,RIO ALTO WATER DISTRICT,DISTRICT 21 - VALLEY,California Water District,NA,SWRCB,NO
CA5810006,NORTH YUBA WATER DISTRICT,DISTRICT 21 - VALLEY,California Water District,NA,SWRCB,NO
CA0110006,CITY OF HAYWARD,DISTRICT 04 - SAN FRANCISCO,City,NA,SWRCB,NO
CA0110011,CITY OF LIVERMORE,DISTRICT 04 - SAN FRANCISCO,City,NA,SWRCB,NO
CA0110008,CITY OF PLEASANTON,DISTRICT 04 - SAN FRANCISCO,City,NA,SWRCB,NO
CA0110012,TOWN OF SUNOL - SFPUC,DISTRICT 04 - SAN FRANCISCO,City,NA,SWRCB,NO
CA0110018,SFPUC-PLEASANTON WELLS,DISTRICT 04 - SAN FRANCISCO,City,NA,SWRCB,NO
CA0310001,CITY OF JACKSON,DISTRICT 10 - STOCKTON,City,NA,SWRCB,NO
CA0310004,"PLYMOUTH, CITY OF",DISTRICT 10 - STOCKTON,City,NA,SWRCB,NO
CA0410001,CITY OF BIGGS,DISTRICT 21 - VALLEY,City,NA,SWRCB,NO
CA0410004,CITY OF GRIDLEY,DISTRICT 21 - VALLEY,City,NA,SWRCB,NO
CA0510003,"ANGELS, CITY OF",DISTRICT 10 - STOCKTON,City,NA,SWRCB,NO
CA0610002,CITY OF COLUSA,DISTRICT 21 - VALLEY,City,NA,SWRCB,NO
CA0610004,CITY OF WILLIAMS,DISTRICT 21 - VALLEY,City,NA,SWRCB,NO
CA0710004,BRENTWOOD,DISTRICT 04 - SAN FRANCISCO,City,NA,SWRCB,NO
CA0710001,CITY OF ANTIOCH,DISTRICT 04 - SAN FRANCISCO,City,NA,SWRCB,NO
CA0710006,CITY OF MARTINEZ,DISTRICT 04 - SAN FRANCISCO,City,NA,SWRCB,NO
CA0710008,CITY OF PITTSBURG,DISTRICT 04 - SAN FRANCISCO,City,NA,SWRCB,NO
CA0810001,CITY OF CRESCENT CITY,DISTRICT 01 - KLAMATH,City,NA,SWRCB,NO
CA0910003,"PLACERVILLE, CITY OF - MAIN",DISTRICT 09 - SACRAMENTO,City,NA,SWRCB,NO
CA1010007,CITY OF FRESNO,DISTRICT 11 - MERCED,City,NA,SWRCB,NO
CA1010003,CITY OF CLOVIS,DISTRICT 12 - VISALIA,City,NA,SWRCB,NO
CA1010006,CITY OF FOWLER,DISTRICT 23 - FRESNO,City,NA,SWRCB,NO
CA1010023,CITY OF ORANGE COVE,DISTRICT 23 - FRESNO,City,NA,SWRCB,NO
CA1010025,CITY OF PARLIER,DISTRICT 23 - FRESNO,City,NA,SWRCB,NO
CA1010029,CITY OF SANGER,DISTRICT 23 - FRESNO,City,NA,SWRCB,NO
CA1010004,COALINGA-CITY,DISTRICT 23 - FRESNO,City,NA,SWRCB,NO
CA1010005,FIREBAUGH CITY,DISTRICT 23 - FRESNO,City,NA,SWRCB,NO
CA1010044,"HURON, CITY OF",DISTRICT 23 - FRESNO,City,NA,SWRCB,NO
CA1010018,"KERMAN, CITY OF",DISTRICT 23 - FRESNO,City,NA,SWRCB,NO
CA1010019,"KINGSBURG, CITY OF",DISTRICT 23 - FRESNO,City,NA,SWRCB,NO
CA1010021,"MENDOTA, CITY OF",DISTRICT 23 - FRESNO,City,NA,SWRCB,NO
CA1010027,"REEDLEY, CITY OF",DISTRICT 23 - FRESNO,City,NA,SWRCB,NO
CA1010034,"SAN JOAQUIN, CITY OF",DISTRICT 23 - FRESNO,City,NA,SWRCB,NO
CA1110001,CITY OF ORLAND,DISTRICT 21 - VALLEY,City,NA,SWRCB,NO
CA1210001,"ARCATA, CITY OF",DISTRICT 01 - KLAMATH,City,NA,SWRCB,NO
CA1210002,"BLUE LAKE, CITY OF",DISTRICT 01 - KLAMATH,City,NA,SWRCB,NO
CA1210004,"EUREKA, CITY OF",DISTRICT 01 - KLAMATH,City,NA,SWRCB,NO
CA1210006,"FORTUNA, CITY OF",DISTRICT 01 - KLAMATH,City,NA,SWRCB,NO
CA1210012,"RIO DELL, CITY OF",DISTRICT 01 - KLAMATH,City,NA,SWRCB,NO
CA1210018,"TRINIDAD, CITY OF",DISTRICT 01 - KLAMATH,City,NA,SWRCB,NO
CA1310001,"BRAWLEY, CITY OF",DISTRICT 26 - IMPERIAL,City,NA,SWRCB,NO
CA1310002,"CALEXICO, CITY OF",DISTRICT 26 - IMPERIAL,City,NA,SWRCB,NO
CA1310004,"EL CENTRO, CITY OF",DISTRICT 26 - IMPERIAL,City,NA,SWRCB,NO
CA1310005,"HOLTVILLE, CITY OF",DISTRICT 26 - IMPERIAL,City,NA,SWRCB,NO
CA1310006,"IMPERIAL, CITY OF",DISTRICT 26 - IMPERIAL,City,NA,SWRCB,NO
CA1310008,"WESTMORLAND, CITY OF",DISTRICT 26 - IMPERIAL,City,NA,SWRCB,NO
CA1410510,LADWP - MANZANAR,DISTRICT 13 - SAN BERNARDINO,City,NA,SWRCB,NO
CA1410001,"BISHOP, CITY OF",DISTRICT 27 - MOJAVE,City,NA,SWRCB,NO
CA1410004,LADWP - BIG PINE,DISTRICT 27 - MOJAVE,City,NA,SWRCB,NO
CA1410002,LADWP - INDEPENDENCE,DISTRICT 27 - MOJAVE,City,NA,SWRCB,NO
CA1410003,LADWP - LONE PINE,DISTRICT 27 - MOJAVE,City,NA,SWRCB,NO
CA1400099,MOUNTAIN VIEW TRAILER COURT,DISTRICT 27 - MOJAVE,City,NA,SWRCB,NO
CA1400155,CONTROL GORGE POWER PLANT,DISTRICT 27 - MOJAVE,City,NA,SWRCB,NO
CA1510031,"BAKERSFIELD, CITY OF",DISTRICT 12 - VISALIA,City,NA,SWRCB,NO
CA1510005,"DELANO, CITY OF",DISTRICT 12 - VISALIA,City,NA,SWRCB,NO
CA1510013,"MCFARLAND, CITY OF",DISTRICT 12 - VISALIA,City,NA,SWRCB,NO
CA1510019,"SHAFTER, CITY OF",DISTRICT 12 - VISALIA,City,NA,SWRCB,NO
CA1510021,"WASCO, CITY OF",DISTRICT 12 - VISALIA,City,NA,SWRCB,NO
CA1510032,"CALIFORNIA CITY, CITY OF",DISTRICT 19 - TEHACHAPI,City,NA,SWRCB,NO
CA1510020,"TEHACHAPI, CITY OF",DISTRICT 19 - TEHACHAPI,City,NA,SWRCB,NO
CA1500324,WONDER ACRES WATER SYSTEM,DISTRICT 19 - TEHACHAPI,City,NA,SWRCB,NO
CA1610002,"AVENAL, CITY OF",DISTRICT 12 - VISALIA,City,NA,SWRCB,NO
CA1610004,"CORCORAN, CITY OF",DISTRICT 12 - VISALIA,City,NA,SWRCB,NO
CA1610003,"HANFORD, CITY OF",DISTRICT 12 - VISALIA,City,NA,SWRCB,NO
CA1610005,"LEMOORE, CITY OF",DISTRICT 12 - VISALIA,City,NA,SWRCB,NO
CA1710004,"LAKEPORT, CITY OF",DISTRICT 03 - MENDOCINO,City,NA,SWRCB,NO
CA1810001,CITY OF SUSANVILLE,DISTRICT 02 - LASSEN,City,NA,SWRCB,NO
CA1910179,"BURBANK-CITY, WATER DEPT.",DISTRICT 07 - HOLLYWOOD,City,NA,SWRCB,NO
CA1910029,CITY OF INDUSTRY WATERWORKS SYSTEMS,DISTRICT 07 - HOLLYWOOD,City,NA,SWRCB,NO
CA1910127,"COVINA-CITY, WATER DEPT.",DISTRICT 07 - HOLLYWOOD,City,NA,SWRCB,NO
CA1910044,"GLENDORA-CITY, WATER DEPT.",DISTRICT 07 - HOLLYWOOD,City,NA,SWRCB,NO
CA1910239,"LAKEWOOD - CITY, WATER DEPT.",DISTRICT 07 - HOLLYWOOD,City,NA,SWRCB,NO
CA1910073,"LOMITA-CITY, WATER DEPT.",DISTRICT 07 - HOLLYWOOD,City,NA,SWRCB,NO
CA1910065,"LONG BEACH-CITY, WATER DEPT.",DISTRICT 07 - HOLLYWOOD,City,NA,SWRCB,NO
CA1910092,"MONTEREY PARK-CITY, WATER DEPT.",DISTRICT 07 - HOLLYWOOD,City,NA,SWRCB,NO
CA1910105,"PARAMOUNT - CITY, WATER DEPT.",DISTRICT 07 - HOLLYWOOD,City,NA,SWRCB,NO
CA1910042,"PICO RIVERA - CITY, WATER DEPT.",DISTRICT 07 - HOLLYWOOD,City,NA,SWRCB,NO
CA1910148,"SIERRA MADRE-CITY, WATER DEPT.",DISTRICT 07 - HOLLYWOOD,City,NA,SWRCB,NO
CA1910149,"SIGNAL HILL - CITY, WATER DEPT.",DISTRICT 07 - HOLLYWOOD,City,NA,SWRCB,NO
CA1910173,"WHITTIER-CITY, WATER DEPT.",DISTRICT 07 - HOLLYWOOD,City,NA,SWRCB,NO
CA1910108,CITY OF BELL GARDENS,DISTRICT 15 - METROPOLITAN,City,NA,SWRCB,NO
CA1910040,"EL SEGUNDO-CITY, WATER DEPT.",DISTRICT 15 - METROPOLITAN,City,NA,SWRCB,NO
CA1910043,"GLENDALE-CITY, WATER DEPT.",DISTRICT 15 - METROPOLITAN,City,NA,SWRCB,NO
CA1910051,"INGLEWOOD- CITY, WATER DEPT.",DISTRICT 15 - METROPOLITAN,City,NA,SWRCB,NO
CA1910062,"LA VERNE, CITY WD",DISTRICT 15 - METROPOLITAN,City,NA,SWRCB,NO
CA1910067,"LOS ANGELES-CITY, DEPT. OF WATER & POWER",DISTRICT 15 - METROPOLITAN,City,NA,SWRCB,NO
CA1900542,"LOS ANGELES, CITY OF - POWER PLANT #2",DISTRICT 15 - METROPOLITAN,City,NA,SWRCB,NO
CA1910191,"NORWALK - CITY, WATER DEPT.",DISTRICT 15 - METROPOLITAN,City,NA,SWRCB,NO
CA1910124,PASADENA WATER AND POWER,DISTRICT 15 - METROPOLITAN,City,NA,SWRCB,NO
CA1910126,"POMONA - CITY, WATER DEPT.",DISTRICT 15 - METROPOLITAN,City,NA,SWRCB,NO
CA1910213,"TORRANCE-CITY, WATER DEPT.",DISTRICT 15 - METROPOLITAN,City,NA,SWRCB,NO
CA1910167,"VERNON-CITY, WATER DEPT.",DISTRICT 15 - METROPOLITAN,City,NA,SWRCB,NO
CA1910007,AZUSA LIGHT AND WATER,DISTRICT 16 - CENTRAL,City,NA,SWRCB,NO
CA1910018,BELLFLOWER MUNICIPAL WATER SYSTEM,DISTRICT 16 - CENTRAL,City,NA,SWRCB,NO
CA1910001,CITY OF ALHAMBRA,DISTRICT 16 - CENTRAL,City,NA,SWRCB,NO
CA1910154,CITY OF SOUTH PASADENA,DISTRICT 16 - CENTRAL,City,NA,SWRCB,NO
CA1910034,"DOWNEY - CITY, WATER DEPT.",DISTRICT 16 - CENTRAL,City,NA,SWRCB,NO
CA1910038,"EL MONTE-CITY, WATER DEPT.",DISTRICT 16 - CENTRAL,City,NA,SWRCB,NO
CA1910083,"MANHATTAN BEACH-CITY, WATER DEPT.",DISTRICT 16 - CENTRAL,City,NA,SWRCB,NO
CA1910143,"SAN FERNANDO-CITY, WATER DEPT.",DISTRICT 16 - CENTRAL,City,NA,SWRCB,NO
CA1910019,"CERRITOS - CITY, WATER DEPT.",DISTRICT 16 - CENTRAL,City,NA,SWRCB,NO
CA1910146,"SANTA MONICA-CITY, WATER DIVISION",DISTRICT 16 - CENTRAL,City,NA,SWRCB,NO
CA1910156,"BEVERLY HILLS-CITY, WATER DEPT.",DISTRICT 22 - ANGELES,City,NA,SWRCB,NO
CA1910003,CITY OF ARCADIA,DISTRICT 22 - ANGELES,City,NA,SWRCB,NO
CA1910026,"COMPTON-CITY, WATER DEPT.",DISTRICT 22 - ANGELES,City,NA,SWRCB,NO
CA1910047,HAWTHORNE-CITY WATER DEPT.,DISTRICT 22 - ANGELES,City,NA,SWRCB,NO
CA1910049,"HUNTINGTON PARK-CITY, WATER DEPT.",DISTRICT 22 - ANGELES,City,NA,SWRCB,NO
CA1910079,"LYNWOOD-CITY, WATER DEPT.",DISTRICT 22 - ANGELES,City,NA,SWRCB,NO
CA1910090,"MONROVIA-CITY, WATER DEPT.",DISTRICT 22 - ANGELES,City,NA,SWRCB,NO
CA1910117,"MONTEBELLO-CITY, WATER DEPT.",DISTRICT 22 - ANGELES,City,NA,SWRCB,NO
CA1910245,"SANTA FE SPRINGS - CITY, WATER DEPT.",DISTRICT 22 - ANGELES,City,NA,SWRCB,NO
CA1910152,"SOUTH GATE-CITY, WATER DEPT.",DISTRICT 22 - ANGELES,City,NA,SWRCB,NO
CA1910050,"COMMERCE-CITY, WATER DEPT.",DISTRICT 22 - ANGELES,City,NA,SWRCB,NO
CA2010001,CHOWCHILLA CITY WATER DEPT,DISTRICT 11 - MERCED,City,NA,SWRCB,NO
CA2010002,CITY OF MADERA,DISTRICT 11 - MERCED,City,NA,SWRCB,NO
CA2310001,"FORT BRAGG, CITY OF",DISTRICT 03 - MENDOCINO,City,NA,SWRCB,NO
CA2310003,"UKIAH, CITY OF",DISTRICT 03 - MENDOCINO,City,NA,SWRCB,NO
CA2310004,"WILLITS, CITY OF",DISTRICT 03 - MENDOCINO,City,NA,SWRCB,NO
CA2410001,CITY OF ATWATER,DISTRICT 11 - MERCED,City,NA,SWRCB,NO
CA2410002,CITY OF DOS PALOS,DISTRICT 11 - MERCED,City,NA,SWRCB,NO
CA2410003,CITY OF GUSTINE,DISTRICT 11 - MERCED,City,NA,SWRCB,NO
CA2410004,CITY OF LIVINGSTON,DISTRICT 11 - MERCED,City,NA,SWRCB,NO
CA2410005,CITY OF LOS BANOS,DISTRICT 11 - MERCED,City,NA,SWRCB,NO
CA2410009,CITY OF MERCED,DISTRICT 11 - MERCED,City,NA,SWRCB,NO
CA2510001,CITY OF ALTURAS,DISTRICT 02 - LASSEN,City,NA,SWRCB,NO
CA2710007,"GONZALES, CITY OF",DISTRICT 05 - MONTEREY,City,NA,SWRCB,NO
CA2710008,"GREENFIELD, CITY OF",DISTRICT 05 - MONTEREY,City,NA,SWRCB,NO
CA2710018,SEASIDE MUNICIPAL WATER SYSTEM,DISTRICT 05 - MONTEREY,City,NA,SWRCB,NO
CA2710011,"SOLEDAD, CITY OF",DISTRICT 05 - MONTEREY,City,NA,SWRCB,NO
CA2810005,"AMERICAN CANYON, CITY OF",DISTRICT 03 - MENDOCINO,City,NA,SWRCB,NO
CA2810002,"CALISTOGA, CITY OF",DISTRICT 03 - MENDOCINO,City,NA,SWRCB,NO
CA2810003,"NAPA, CITY OF",DISTRICT 03 - MENDOCINO,City,NA,SWRCB,NO
CA2810004,"ST. HELENA, CITY OF",DISTRICT 03 - MENDOCINO,City,NA,SWRCB,NO
CA2810007,TOWN OF YOUNTVILLE,DISTRICT 03 - MENDOCINO,City,NA,SWRCB,NO
CA2910001,CITY OF GRASS VALLEY,DISTRICT 09 - SACRAMENTO,City,NA,SWRCB,NO
CA2910002,CITY OF NEVADA CITY,DISTRICT 09 - SACRAMENTO,City,NA,SWRCB,NO
CA3010001,CITY OF ANAHEIM,DISTRICT 08 - SANTA ANA,City,NA,SWRCB,NO
CA3010002,CITY OF BREA,DISTRICT 08 - SANTA ANA,City,NA,SWRCB,NO
CA3010003,CITY OF BUENA PARK,DISTRICT 08 - SANTA ANA,City,NA,SWRCB,NO
CA3010069,CITY OF FOUNTAIN VALLEY,DISTRICT 08 - SANTA ANA,City,NA,SWRCB,NO
CA3010010,CITY OF FULLERTON,DISTRICT 08 - SANTA ANA,City,NA,SWRCB,NO
CA3010053,CITY OF HUNTINGTON BEACH,DISTRICT 08 - SANTA ANA,City,NA,SWRCB,NO
CA3010018,CITY OF LA HABRA,DISTRICT 08 - SANTA ANA,City,NA,SWRCB,NO
CA3010100,CITY OF LA PALMA,DISTRICT 08 - SANTA ANA,City,NA,SWRCB,NO
CA3010023,CITY OF NEWPORT BEACH,DISTRICT 08 - SANTA ANA,City,NA,SWRCB,NO
CA3010027,CITY OF ORANGE,DISTRICT 08 - SANTA ANA,City,NA,SWRCB,NO
CA3010036,CITY OF SAN CLEMENTE,DISTRICT 08 - SANTA ANA,City,NA,SWRCB,NO
CA3010030,CITY OF SAN JUAN CAPISTRANO,DISTRICT 08 - SANTA ANA,City,NA,SWRCB,NO
CA3010038,CITY OF SANTA ANA,DISTRICT 08 - SANTA ANA,City,NA,SWRCB,NO
CA3010041,CITY OF SEAL BEACH,DISTRICT 08 - SANTA ANA,City,NA,SWRCB,NO
CA3010046,CITY OF TUSTIN,DISTRICT 08 - SANTA ANA,City,NA,SWRCB,NO
CA3010064,CITY OF WESTMINSTER,DISTRICT 08 - SANTA ANA,City,NA,SWRCB,NO
CA3010062,CITY OF GARDEN GROVE,DISTRICT 08 - SANTA ANA,City,NA,SWRCB,NO
CA3110008,CITY OF ROSEVILLE,DISTRICT 02 - LASSEN,City,NA,SWRCB,NO
CA3110004,CITY OF LINCOLN,DISTRICT 02 - LASSEN,City,NA,SWRCB,NO
CA3210003,CITY OF PORTOLA,DISTRICT 02 - LASSEN,City,NA,SWRCB,NO
CA3310006,"BANNING, CITY OF",DISTRICT 20 - RIVERSIDE,City,NA,SWRCB,NO
CA3310003,BLYTHE - CITY OF,DISTRICT 20 - RIVERSIDE,City,NA,SWRCB,NO
CA3301630,BLYTHE - HIDDEN BEACHES,DISTRICT 20 - RIVERSIDE,City,NA,SWRCB,NO
CA3301428,BLYTHE - MESA RANCH,DISTRICT 20 - RIVERSIDE,City,NA,SWRCB,NO
CA3310007,COACHELLA WATER AUTHORITY,DISTRICT 20 - RIVERSIDE,City,NA,SWRCB,NO
CA3310037,"CORONA, CITY OF",DISTRICT 20 - RIVERSIDE,City,NA,SWRCB,NO
CA3310016,"HEMET, CITY OF",DISTRICT 20 - RIVERSIDE,City,NA,SWRCB,NO
CA3310025,"NORCO, CITY OF",DISTRICT 20 - RIVERSIDE,City,NA,SWRCB,NO
CA3310029,"PERRIS, CITY OF",DISTRICT 20 - RIVERSIDE,City,NA,SWRCB,NO
CA3310032,"SAN JACINTO, CITY OF",DISTRICT 20 - RIVERSIDE,City,NA,SWRCB,NO
CA3310031,"RIVERSIDE, CITY OF",DISTRICT 20 - RIVERSIDE,City,NA,SWRCB,NO
CA3310082,NORTH PERRIS WATER SYSTEM,DISTRICT 20 - RIVERSIDE,City,NA,SWRCB,NO
CA3410020,CITY OF SACRAMENTO MAIN,DISTRICT 09 - SACRAMENTO,City,NA,SWRCB,NO
CA3410014,"FOLSOM, CITY OF - MAIN",DISTRICT 09 - SACRAMENTO,City,NA,SWRCB,NO
CA3410011,"GALT, CITY OF",DISTRICT 09 - SACRAMENTO,City,NA,SWRCB,NO
CA3410030,"FOLSOM, CITY OF - ASHLAND",DISTRICT 09 - SACRAMENTO,City,NA,SWRCB,NO
CA3510001,"HOLLISTER, CITY OF",DISTRICT 05 - MONTEREY,City,NA,SWRCB,NO
CA3510002,"SAN JUAN BAUTISTA, CITY OF",DISTRICT 05 - MONTEREY,City,NA,SWRCB,NO
CA3610001,"ADELANTO, CITY OF",DISTRICT 13 - SAN BERNARDINO,City,NA,SWRCB,NO
CA3610012,"CHINO, CITY OF",DISTRICT 13 - SAN BERNARDINO,City,NA,SWRCB,NO
CA3610022,DWP - FAWNSKIN,DISTRICT 13 - SAN BERNARDINO,City,NA,SWRCB,NO
CA3610013,"LOMA LINDA, CITY OF",DISTRICT 13 - SAN BERNARDINO,City,NA,SWRCB,NO
CA3610032,"NEEDLES, CITY OF",DISTRICT 13 - SAN BERNARDINO,City,NA,SWRCB,NO
CA3610037,REDLANDS CITY MUD-WATER DIV,DISTRICT 13 - SAN BERNARDINO,City,NA,SWRCB,NO
CA3610038,"RIALTO, CITY OF",DISTRICT 13 - SAN BERNARDINO,City,NA,SWRCB,NO
CA3610052,VICTORVILLE WATER DISTRICT,DISTRICT 13 - SAN BERNARDINO,City,NA,SWRCB,NO
CA3610044,BIG BEAR LAKE DWP - BIG BEAR SYSTEM,DISTRICT 13 - SAN BERNARDINO,City,NA,SWRCB,NO
CA3610034,ONTARIO MUNICIPAL UTILITIES COMPANY,DISTRICT 13 - SAN BERNARDINO,City,NA,SWRCB,NO
CA3610036,"CHINO HILLS, CITY OF",DISTRICT 27 - MOJAVE,City,NA,SWRCB,NO
CA3610014,"COLTON, CITY OF",DISTRICT 27 - MOJAVE,City,NA,SWRCB,NO
CA3610024,HESPERIA WD,DISTRICT 27 - MOJAVE,City,NA,SWRCB,NO
CA3610039,SAN BERNARDINO CITY,DISTRICT 27 - MOJAVE,City,NA,SWRCB,NO
CA3610050,"UPLAND, CITY OF",DISTRICT 27 - MOJAVE,City,NA,SWRCB,NO
CA3600283,DEPARTMENT OF WATER AND POWER,LPA66 - SAN BERNARDINO COUNTY,City,NA,LPA,NO
CA3710004,"DEL MAR, CITY OF",DISTRICT 14 - SAN DIEGO,City,NA,SWRCB,NO
CA3710006,"ESCONDIDO, CITY OF",DISTRICT 14 - SAN DIEGO,City,NA,SWRCB,NO
CA3710014,"OCEANSIDE, CITY OF",DISTRICT 14 - SAN DIEGO,City,NA,SWRCB,NO
CA3710020,"SAN DIEGO, CITY OF",DISTRICT 14 - SAN DIEGO,City,NA,SWRCB,NO
CA3710021,SAN DIEGUITO WD,DISTRICT 14 - SAN DIEGO,City,NA,SWRCB,NO
CA3710015,"POWAY, CITY OF",DISTRICT 14 - SAN DIEGO,City,NA,SWRCB,NO
CA3810003,HHW&P MOCCASIN COMPOUND-SFPUC,DISTRICT 04 - SAN FRANCISCO,City,NA,SWRCB,NO
CA3810001,SAN FRANCISCO REGIONAL WATER SYSTEM,DISTRICT 04 - SAN FRANCISCO,City,NA,SWRCB,NO
CA3810011,SFPUC CITY DISTRIBUTION DIVISION,DISTRICT 04 - SAN FRANCISCO,City,NA,SWRCB,NO
CA3810702,TREASURE ISLAND,DISTRICT 04 - SAN FRANCISCO,City,NA,SWRCB,NO
CA3910015,CITY OF LATHROP,DISTRICT 10 - STOCKTON,City,NA,SWRCB,NO
CA3910012,CITY OF STOCKTON,DISTRICT 10 - STOCKTON,City,NA,SWRCB,NO
CA3910003,"ESCALON, CITY OF",DISTRICT 10 - STOCKTON,City,NA,SWRCB,NO
CA3910004,"LODI, CITY OF",DISTRICT 10 - STOCKTON,City,NA,SWRCB,NO
CA3910005,"MANTECA, CITY OF",DISTRICT 10 - STOCKTON,City,NA,SWRCB,NO
CA3910007,"RIPON, CITY OF",DISTRICT 10 - STOCKTON,City,NA,SWRCB,NO
CA3910011,"TRACY, CITY OF",DISTRICT 10 - STOCKTON,City,NA,SWRCB,NO
CA3810008,THOMAS SHAFT WHOLESALE,DISTRICT 04 - SAN FRANCISCO,City,NA,SWRCB,NO
CA4010001,"ARROYO GRANDE, WATER DEPARTMENT",DISTRICT 06 - SANTA BARBARA,City,NA,SWRCB,NO
CA4010004,GROVER BEACH WATER DEPARTMENT,DISTRICT 06 - SANTA BARBARA,City,NA,SWRCB,NO
CA4010011,MORRO BAY PW DEPT - WATER DIVISION,DISTRICT 06 - SANTA BARBARA,City,NA,SWRCB,NO
CA4010007,PASO ROBLES WATER DEPARTMENT,DISTRICT 06 - SANTA BARBARA,City,NA,SWRCB,NO
CA4010008,PISMO BEACH WATER DEPARTMENT,DISTRICT 06 - SANTA BARBARA,City,NA,SWRCB,NO
CA4010009,SAN LUIS OBISPO WATER DEPARTMENT,DISTRICT 06 - SANTA BARBARA,City,NA,SWRCB,NO
CA4110002,CITY OF BRISBANE,DISTRICT 17 - SANTA CLARA,City,NA,SWRCB,NO
CA4110003,CITY OF BURLINGAME,DISTRICT 17 - SANTA CLARA,City,NA,SWRCB,NO
CA4110013,CITY OF DALY CITY,DISTRICT 17 - SANTA CLARA,City,NA,SWRCB,NO
CA4110024,CITY OF EAST PALO ALTO,DISTRICT 17 - SANTA CLARA,City,NA,SWRCB,NO
CA4110022,CITY OF REDWOOD CITY,DISTRICT 17 - SANTA CLARA,City,NA,SWRCB,NO
CA4110023,CITY OF SAN BRUNO,DISTRICT 17 - SANTA CLARA,City,NA,SWRCB,NO
CA4110017,MENLO PARK MUNICIPAL WATER,DISTRICT 17 - SANTA CLARA,City,NA,SWRCB,NO
CA4110016,TOWN OF HILLSBOROUGH,DISTRICT 17 - SANTA CLARA,City,NA,SWRCB,NO
CA4110018,CITY OF MILLBRAE,DISTRICT 17 - SANTA CLARA,City,NA,SWRCB,NO
CA4210018,BUELLTON WATER DEPARTMENT,DISTRICT 06 - SANTA BARBARA,City,NA,SWRCB,NO
CA4210010,CITY OF SANTA BARBARA WATER DEPARTMENT,DISTRICT 06 - SANTA BARBARA,City,NA,SWRCB,NO
CA4210003,GUADALUPE WATER DEPARTMENT,DISTRICT 06 - SANTA BARBARA,City,NA,SWRCB,NO
CA4210006,LOMPOC-CITY WATER UTILITY DIV,DISTRICT 06 - SANTA BARBARA,City,NA,SWRCB,NO
CA4210011,SANTA MARIA WATER DEPARTMENT,DISTRICT 06 - SANTA BARBARA,City,NA,SWRCB,NO
CA4210013,SOLVANG WATER DIVISION,DISTRICT 06 - SANTA BARBARA,City,NA,SWRCB,NO
CA4310018,CITY OF CUPERTINO,DISTRICT 17 - SANTA CLARA,City,NA,SWRCB,NO
CA4310004,CITY OF GILROY,DISTRICT 17 - SANTA CLARA,City,NA,SWRCB,NO
CA4310005,CITY OF MILPITAS,DISTRICT 17 - SANTA CLARA,City,NA,SWRCB,NO
CA4310006,CITY OF MORGAN HILL,DISTRICT 17 - SANTA CLARA,City,NA,SWRCB,NO
CA4310007,CITY OF MOUNTAIN VIEW,DISTRICT 17 - SANTA CLARA,City,NA,SWRCB,NO
CA4310009,CITY OF PALO ALTO,DISTRICT 17 - SANTA CLARA,City,NA,SWRCB,NO
CA4310020,CITY OF SAN JOSE - EVG/EDV/COY,DISTRICT 17 - SANTA CLARA,City,NA,SWRCB,NO
CA4310019,CITY OF SAN JOSE - NSJ/ALVISO,DISTRICT 17 - SANTA CLARA,City,NA,SWRCB,NO
CA4310012,CITY OF SANTA CLARA,DISTRICT 17 - SANTA CLARA,City,NA,SWRCB,NO
CA4310014,CITY OF SUNNYVALE,DISTRICT 17 - SANTA CLARA,City,NA,SWRCB,NO
CA4410010,SANTA CRUZ WATER DEPARTMENT,DISTRICT 05 - MONTEREY,City,NA,SWRCB,NO
