"","PWSID","PWS_Name","Primacy_FINAL","Final_inst_update","Inst_Subtype","Residential","public","enfranchisement","Variablecoded","enfranchisement_final","Changed_enfranchisement.","SERVICE_CONNECTIONS","POPULATION","MHI","CALENVIRO_SCREEN_SCORE","FINAL_SAFER_STATUS","HOUSEHOLD_SOCIOECONOMIC_BURDEN_RAW_SCORE","FUNDING_RECEIVED_SINCE_2017","PRIMARY_MCL_VIOLATION","SECONDARY_MCL_VIOLATION","E_COLI_VIOLATION","TREATMENT_TECHNIQUE_VIOLATION","MONITORING_AND_REPORTING_VIOLATION","HISTORY_OF_E_COLI_PRESENCE_RISK_LEVEL","TREATMENT_TECHNIUQE_VIOLATIONS_RISK_LEVEL","PERCENTAGE_OF_SOURCES_EXCEEDING_AN_MCL_RISK_LEVEL","CONSTITUENTS_OF_EMERGING_CONCERN_RISK_LEVEL","NUMBER_OF_WATER_SOURCES_RISK_LEVEL","ABESENCE_OF_INTERTIES_RISK_LEVEL","BOTTLED_WATER_OR_HAULED_WATER_RELIANCE_RISK_LEVEL","SOURCE_CAPACITY_VIOLATION_RISK_LEVEL","PERCENT_OF_MEDIAN_HOUSEHOLD_INCOME_MHI_RISK_LEVEL","EXTREME_WATER_BILL_RISK_LEVEL","OPERATOR_CERTIFICATION_VIOLATIONS_RISK_LEVEL","MONITORING_AND_REPORTING_VIOLATIONS_RISK_LEVEL","DAYS_CASH_ON_HAND_RISK_LEVEL","OPERATING_RATIO_RISK_LEVEL","PERCENT_OF_MEDIAN_HOUSEHOLD_INCOME_MHI_THRESHOLD_MET","Intend.to.apply.","Application.complete.","Type","Principal.County.Served","Primary.Source.Water.Type","Source","Purchased","LN_POP","PERCENT_OF_MEDIAN_HOUSEHOLD_INCOME_MHI_RISK_LEVEL_BI","EXTREME_WATER_BILL_RISK_LEVEL_BI","FUNDING_any","FUNDING_any_failingoratriskonly","NUMBER_OF_WATER_SOURCES_RISK_LEVEL_BI","hasnotreceivedfunding","didnotapplycovid","SC3i_Count_Distribution","Service_disruptions","Affordability_combined_count","Affordability_combined_any","Accessibility_combined_count","Accessibility_combined_any","WQ_combined_count","WQ_combined_any","FAILING","MHI_KD","Percent.hispanicorlatino","Percent.white","Percent.black","Percent.asian","Percent.renter"
"1497","CA3200104","GRIZZLY LAKE CSD-DELLEKER","DISTRICT 02 - LASSEN","Community Services District",NA,"Yes","Yes","Full",NA,"Full",NA,351,1314,44480,19.68524602,"Failing",0,5e+05,"YES","NO","NO","NO","NO","NONE","NONE","HIGH","NONE","NONE","HIGH","NONE","NONE","MEDIUM","NONE","NONE","NONE",NA,"NONE","1.5% or greater AND less than 2.5%","Yes","Yes","C","PLUMAS  ","GW","GW","Self-produced",7.18159194461187,"1","2","Yes","Yes","NONE","No","1","0","No","1","1","0","0","1","1","Failing",51980,19.327731092437,80.672268907563,0,0,15.9695817490494
"1498","CA3210010","HAMILTON BRANCH CSD","DISTRICT 02 - LASSEN","Community Services District",NA,"Yes","Yes","Full",NA,"Full",NA,644,1874,54524,17.48422057,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","HIGH","NONE","NONE","NONE","NONE",NA,"NONE","Less than 1.5%","No","No","C","PLUMAS  ","GW","GW","Self-produced",7.53636393840451,"2","2","No",NA,"NONE",NA,"2","0","No","1","1","1","1","0","0","Not failing",101750.378229038,7.89107339189669,87.3224167781551,0,6.59297023506411e-06,11.2945620925982
"1499","CA3200510","IVCSD CRESCENT MILLS","DISTRICT 02 - LASSEN","Community Services District",NA,"Yes","Yes","Full",NA,"Full",NA,79,258,39318,22.86116402,"Potentially At-Risk",1,124000,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","MEDIUM","NONE","NONE","NONE",NA,"HIGH","1.5% or greater AND less than 2.5%","Did not complete survey","No","C","PLUMAS  ","GW","GW","Self-produced",5.55682806169954,"1","2","Yes",NA,"NONE",NA,"2","0","No","2","1","0","0","0","0","Not failing",54318,16.25,55,0,0,28.1914893617021
"1500","CA3210001","IVCSD-GREENVILLE","DISTRICT 02 - LASSEN","Community Services District",NA,"Yes","Yes","Full",NA,"Full",NA,269,630,55475.84448,22.86116402,"At-Risk",0.5,280000,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","VERY HIGH","NONE","MEDIUM","NONE","NONE","NONE",NA,"NONE","1.5% or greater AND less than 2.5%","Did not complete survey","No","C","PLUMAS  ","GW","GW","Self-produced",6.44730586254121,"1","2","Yes","Yes","NONE","No","2","1","Yes","2","1","1","1","0","0","Not failing",65766.526908445,3.58426882445464,82.6553642483896,0.232147213838218,4.99116509752168,23.69344159936
"1501","CA3210011","PLUMAS EUREKA CSD","DISTRICT 02 - LASSEN","Community Services District",NA,"Yes","Yes","Full",NA,"Full",NA,557,1534,73343.64509,9.03234027,"Not At-Risk",0,350000,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","MEDIUM","NONE","NONE","NONE","NONE","NONE","1.5% or greater AND less than 2.5%","Yes","Yes","C","PLUMAS  ","GW","GW","Self-produced",7.3362856600213,"1","2","Yes",NA,"NONE",NA,"1","0","No","1","1","0","0","0","0","Not failing",80855.7437637458,5.16023258014969,92.485643087356,0,0.784708110831433,32.235810024006
"1502","CA3200155","FRCCSD HOT SPRINGS","LPA62 - PLUMAS COUNTY","Community Services District",NA,"Yes","Yes","Full",NA,"Full",NA,17,25,39318,22.86116402,"Potentially At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","MEDIUM","NONE","NONE","NONE","NONE","NONE","1.5% or greater AND less than 2.5%","Did not complete survey","No","C","PLUMAS  ","GW","GW","Self-produced",3.25809653802148,"1","2","No",NA,"High",NA,"2","0","No","2","1","0","0","0","0","Not failing",54318,16.25,55,0,0,28.1914893617021
"1503","CA3200078","FRCCSD OLD MILL RANCH","LPA62 - PLUMAS COUNTY","Community Services District",NA,"Yes","Yes","Full",NA,"Full",NA,36,32,39318,22.86116402,"At-Risk",1,5e+05,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","MEDIUM","NONE","NONE","NONE","NONE","NONE","1.5% or greater AND less than 2.5%","No","No","C","PLUMAS  ","GW","GW","Self-produced",3.49650756146648,"1","2","Yes","Yes","High","No","2","0","No","2","1","0","0","0","0","Not failing",54318,16.25,55,0,0,28.1914893617021
"1504","CA3205003","GOLD MOUNTAIN CSD","LPA62 - PLUMAS COUNTY","Community Services District",NA,"Yes","Yes","Full",NA,"Full",NA,101,135,53776.14669,12.59871337,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","2.5% or greater","No","No","C","PLUMAS  ","GW","GW","Self-produced",4.91265488573605,"1","1","No",NA,"NONE",NA,"2","0","No","3","1","0","0","0","0","Not failing",50924.2771482417,11.4946140889182,84.8433909623997,0,0.146374354071467,43.1228982780587
"1505","CA3200188","GREENHORN CREEK CSD","LPA62 - PLUMAS COUNTY","Community Services District",NA,"Yes","Yes","Full",NA,"Full",NA,136,280,40855,11.93411112,"Potentially At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","MEDIUM","NONE","NONE","NONE","HIGH","HIGH","1.5% or greater AND less than 2.5%","No","No","C","PLUMAS  ","GW","GW","Self-produced",5.63835466933375,"1","2","No",NA,"NONE",NA,"2","0","No","2","1","0","0","0","0","Not failing",55855,0,97.0588235294118,0,0,12.0481927710843
"1506","CA3205001","WALKER RANCH CSD","LPA62 - PLUMAS COUNTY","Community Services District",NA,"Yes","Yes","Full",NA,"Full",NA,171,150,80476.60245,17.48422057,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Less than 1.5%","No","No","C","PLUMAS  ","GW","GW","Self-produced",5.01727983681492,"2","2","No",NA,"High",NA,"2","0","No","1","1","0","0","0","0","Not failing",75072.7959250742,21.4399287822472,77.4501025918337,0,3.25156214286395e-07,12.5898480427457
"1507","CA3205006","GRIZZLY RANCH CSD","LPA62 - PLUMAS COUNTY","Community Services District",NA,"Yes","Yes","Full",NA,"Full",NA,65,102,79750,19.68524602,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","UNKNOWN","HIGH","NONE","NONE","NONE","NONE","UNKNOWN","Did not complete survey","No","C","PLUMAS  ","GW","GW","Self-produced",4.63472898822964,NA,"1","No",NA,"NONE",NA,"2","0","No","2","1","0","0","0","0","Not failing",94750,1.08548168249661,86.4993215739484,0,0,0
"1508","CA3310021","JURUPA COMMUNITY SD","DISTRICT 20 - RIVERSIDE","Community Services District",NA,"Yes","Yes","Full",NA,"Full",NA,33328,133292,113943.2338,37.42409485,NA,NA,0,"NO","NO","NO","NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","C","RIVERSIDE  ","GW","GW","Self-produced",11.8003049916597,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.1118875362388,22.4628588169511,5.10922755388081,17.4120991376112,24.3459093763655
"1509","CA3310044","RUBIDOUX COMMUNITY SD","DISTRICT 20 - RIVERSIDE","Community Services District",NA,"Yes","Yes","Full",NA,"Full",NA,6697,36827,74737.51623,48.69580356,"At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Less than 1.5%","Yes","Yes","C","RIVERSIDE  ","GW","GW","Self-produced",10.5140137044077,"2","2","No","No","NONE","Yes","1",NA,NA,"0","0","0","0","1","1","Not failing",NA,79.1205732733989,13.4141278144182,4.27712916461223,1.45689704423928,35.3957269445757
"1510","CA3410005","RANCHO MURIETA COMMUNITY SERVI","DISTRICT 09 - SACRAMENTO","Community Services District",NA,"Yes","Yes","Full",NA,"Full",NA,2869,5728,122904.4804,20.64644462,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Less than 1.5%","Did not complete survey","No","C","SACRAMENTO  ","SW","SW","Self-produced",8.65329627440858,"2","2","No",NA,"High",NA,"2","0","No","1","1","0","0","0","0","Not failing",144994.032902521,20.4222741759955,66.5906611174447,3.70827374702393,5.80022967556472,7.37445110938815
"1511","CA3410021","SAN JUAN WATER DISTRICT","DISTRICT 09 - SACRAMENTO","Community Services District",NA,"Yes","Yes","Full",NA,"Full",NA,10802,28971,146060.6494,7.00518679,"Not At-Risk",NA,23120621,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE",NA,"Yes","Yes","C","SACRAMENTO  ","SW","SW","Self-produced",10.2740851253152,NA,NA,"Yes",NA,"High",NA,NA,NA,NA,NA,NA,"0","0","0","0","Not failing",NA,11.3157226375821,70.8746035918535,2.75956258065127,9.16910591913024,15.4196464546287
"1512","CA3610008","BIG BEAR CITY CSD","DISTRICT 13 - SAN BERNARDINO","Community Services District",NA,"Yes","Yes","Full",NA,"Full",NA,6205,12738,69659.03617,17.7232584,"Not At-Risk",1,2500000,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Less than 1.5%","Yes","Yes","C","SAN BERNARDINO  ","GU","GW","Self-produced",9.45242343310979,"2","2","Yes",NA,"NONE",NA,"1",NA,NA,"0","0","0","0","0","0","Not failing",NA,26.3125507106607,67.8260174146515,1.08263383660265,0.427579087524188,33.927696033863
"1513","CA3610005","LAKE ARROWHEAD CSD","DISTRICT 13 - SAN BERNARDINO","Community Services District",NA,"Yes","Yes","Full",NA,"Full",NA,7927,7038,41771,21.1016783,"Potentially At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Less than 1.5%","Yes","Yes","C","SAN BERNARDINO  ","SW","SW","Self-produced",8.85922139360813,"2","2","No",NA,"NONE",NA,"1",NA,NA,"0","0","0","0","1","1","Not failing",NA,NA,NA,NA,NA,NA
"1514","CA3610120","PHELAN PINON HILLS CSD","DISTRICT 13 - SAN BERNARDINO","Community Services District",NA,"Yes","Yes","Full",NA,"Full",NA,7204,23585,47711.51104,25.73975633,"Potentially At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Less than 1.5%","Yes","Yes","C","SAN BERNARDINO  ","GW","GW","Self-produced",10.0684085946499,"2","2","No",NA,"NONE",NA,"1",NA,NA,"0","0","0","0","0","0","Not failing",NA,NA,NA,NA,NA,NA
"1515","CA3610112","HELENDALE COMMUNITY SERVICE DISTRICT","DISTRICT 27 - MOJAVE","Community Services District",NA,"Yes","Yes","Full",NA,"Full",NA,2867,6347,42202.70082,35.40899103,"Not At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Less than 1.5%","Yes","No","C","SAN BERNARDINO  ","GW","GW","Self-produced",8.7558950816463,"2","2","No",NA,"NONE",NA,"2","0","No","1","1","0","0","0","0","Not failing",NA,24.3249859404912,44.1542789873033,7.12870380590034,6.11031805677595,13.0083122323031
"1516","CA3610045","LACSD - RIMFOREST","DISTRICT 27 - MOJAVE","Community Services District",NA,"Yes","Yes","Full",NA,"Full",NA,292,817,67482.108,23.86703353,"Potentially At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","MEDIUM","NONE","NONE","NONE","HIGH","NONE","1.5% or greater AND less than 2.5%","Yes","Yes","C","SAN BERNARDINO  ","SWP","SW","Purchased",6.70686233660275,"1","2","No",NA,"High",NA,"1","0","No","1","1","0","0","0","0","Not failing",73584.8940784678,44.9203439031209,39.8204316147493,10.9991449639182,3.40204786260253,38.9107339712196
"1517","CA3600022","BAKER COMMUNITY SERVICES DISTRICT","LPA66 - SAN BERNARDINO COUNTY","Community Services District",NA,"Yes","Yes","Full",NA,"Full",NA,109,1000,57159,40.27099433,"At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","HIGH","NONE","HIGH","NONE","NONE","UNKNOWN","NONE","NONE","HIGH","NONE","NONE","UNKNOWN","Did not complete survey","No","C","SAN BERNARDINO  ","GW","GW","Self-produced",6.90875477931522,NA,"2","No","No","NONE","Yes","2","1","Yes","1","1","1","1","0","0","Not failing",64659,63.9902676399027,31.9951338199513,0,4.01459854014599,65.4952076677316
"1518","CA3600086","DAGGETT COMM SVCS DIST","LPA66 - SAN BERNARDINO COUNTY","Community Services District",NA,"Yes","Yes","Full",NA,"Full",NA,196,795,28628,36.89824317,"Failing",1,0,"YES","NO","NO","NO","NO","NONE","NONE","HIGH","HIGH","NONE","HIGH","VERY HIGH","NONE","UNKNOWN","UNKNOWN","NONE","NONE","NONE","NONE","UNKNOWN","Did not complete survey","No","C","SAN BERNARDINO  ","GW","GW","Self-produced",6.67959918584438,NA,NA,"No","No","NONE","Yes","2","0","No",NA,NA,"0","0","1","1","Failing",NA,28.3368289447112,55.1580904519278,6.19499558757828,6.34955220956414,29.5260470973549
"1519","CA3600087","DEER LODGE WATER SYSTEM","LPA66 - SAN BERNARDINO COUNTY","Community Services District",NA,"Yes","Yes","Full",NA,"Full",NA,195,845,NA,14.04627157,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","UNKNOWN","NONE","NONE","NONE","NONE","NONE","UNKNOWN","Yes","Yes","C","SAN BERNARDINO  ","SWP","SW","Purchased",6.74051935960622,NA,"2","No",NA,"NONE",NA,"1","1","Yes","0","0","1","1","0","0","Not failing",NA,1.45748987854251,97.3279352226721,0,0,19.9513381995134
"1520","CA3710009","DESCANSO COMMUNITY SERVICES DISTRICT","DISTRICT 26 - IMPERIAL","Community Services District",NA,"Yes","Yes","Full",NA,"Full",NA,317,870,114920.9745,6.1879255,"Failing",0,0,"YES","YES","NO","NO","NO","NONE","NONE","HIGH","NONE","NONE","HIGH","NONE","NONE","MEDIUM","HIGH","NONE","NONE","NONE","NONE","1.5% or greater AND less than 2.5%","No","No","C","SAN DIEGO  ","GW","GW","Self-produced",6.7696419768525,"1","1","No","No","NONE","Yes","2","0","No","3","1","0","0","1","1","Failing",124418.672989118,13.4763242821926,71.0252082717624,0.0144440091805041,0.22106862652195,32.4611897014084
"1521","CA3710011","JACUMBA COMMUNITY SD","DISTRICT 26 - IMPERIAL","Community Services District",NA,"Yes","Yes","Full",NA,"Full",NA,244,561,NA,32.33980451,"Not At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","UNKNOWN","NONE","NONE","NONE","NONE","HIGH","UNKNOWN","No","No","C","SAN DIEGO  ","GW","GW","Self-produced",6.33150184989369,NA,"2","No",NA,"NONE",NA,"2","0","No","1","1","0","0","0","0","Not failing",NA,43.0992736077482,49.7982243744956,0,0,41.8886198547216
"1522","CA3700909","JULIAN COMMUNITY SERVICES DISTRICT","DISTRICT 26 - IMPERIAL","Community Services District",NA,"Yes","Yes","Full",NA,"Full",NA,188,1517,74002.04298,13.57602479,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","Less than 1.5%","Did not complete survey","No","C","SAN DIEGO  ","GW","GW","Self-produced",7.32514895795557,"2","2","No",NA,"NONE",NA,"2","0","No","1","1","0","0","0","0","Not failing",81366.6340243589,29.0899551450145,70.9100448549855,0,0,17.9744195163901
"1523","CA3710041","MAJESTIC PINES COMMUNITY SD","DISTRICT 26 - IMPERIAL","Community Services District",NA,"Yes","Yes","Full",NA,"Full",NA,706,1768,72945.43534,13.83066984,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Less than 1.5%","No","No","C","SAN DIEGO  ","GW","GW","Self-produced",7.47816969415979,"2","2","No",NA,"NONE",NA,"2","3","Yes","1","1","1","1","0","0","Not failing",82657.2452127459,11.8050010865065,88.0675200029701,0.00556946696461634,0.00309414831367574,8.62418057247805
"1524","CA3910008","LOCKEFORD COMMUNITY SERV. DIST.","DISTRICT 10 - STOCKTON","Community Services District",NA,"Yes","Yes","Full",NA,"Full",NA,846,2500,93230.62141,34.26255906,"Not At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Less than 1.5%","No","No","C","SAN JOAQUIN  ","GW","GW","Self-produced",7.82444593087762,"2","2","No",NA,"NONE",NA,"2","0","No","1","1","0","0","0","0","Not failing",97548.901243393,35.118639017687,58.4198487361524,0.123218489581472,1.23566163747793,12.5695322325247
"1525","CA3910027","MOUNTAIN HOUSE COMMUNITY SERVICES DIST.","DISTRICT 10 - STOCKTON","Community Services District",NA,"Yes","Yes","Full",NA,"Full",NA,7334,24235,160063.0929,29.62832796,"Potentially At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","HIGH","Less than 1.5%","No","No","C","SAN JOAQUIN  ","SW","SW","Self-produced",10.0955944100649,"2","2","No",NA,"High",NA,"2",NA,NA,"1","1","0","0","0","0","Not failing",NA,11.1132725517922,26.8109488770174,6.41435931085208,50.0246045277988,31.0857791034725
"1526","CA4010014","CAMBRIA COMM SERVICES DIST","DISTRICT 06 - SANTA BARBARA","Community Services District",NA,"Yes","Yes","Full",NA,"Full",NA,4034,5532,81765.66212,5.950319982,"Potentially At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","HIGH","NONE","NONE","NONE","HIGH","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","HIGH","Less than 1.5%","Yes","No","C","SAN LUIS OBISPO  ","GU","GW","Self-produced",8.61848544289811,"2","2","No",NA,"NONE",NA,"2",NA,NA,"1","1","1","1","1","1","Not failing",86187.2579310162,24.6122728956412,73.0568843761278,0.161339188775424,0.331431466284928,25.785361224171
"1527","CA4010012","HERITAGE RANCH CSD","DISTRICT 06 - SANTA BARBARA","Community Services District",NA,"Yes","Yes","Full",NA,"Full",NA,1967,2981,77303.58637,8.956389705,"Failing",0.5,0,"YES","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Less than 1.5%","Yes","No","C","SAN LUIS OBISPO  ","SW","SW","Self-produced",8.00034949532468,"2","2","No","No","High","Yes","2","0","No","1","1","0","0","0","0","Failing",82441.0413745757,9.37186916740817,81.2537153293557,2.23489017316947,0.827951746483592,13.5755851580653
"1528","CA4010016","LOS OSOS COMMUNITY SERVICES DISTRICT","DISTRICT 06 - SANTA BARBARA","Community Services District",NA,"Yes","Yes","Full",NA,"Full",NA,2776,7086,80259.98083,10.09894368,"At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Less than 1.5%","No","No","C","SAN LUIS OBISPO  ","GW","GW","Self-produced",8.86601739881026,"2","2","No","No","NONE","Yes","2","0","No","1","1","0","0","0","0","Not failing",83176.3268319318,20.487621427332,70.8606101930625,0.720368204048416,3.8425529656,36.6177504121809
"1529","CA4010026","NIPOMO COMM SERVICES DIST","DISTRICT 06 - SANTA BARBARA","Community Services District",NA,"Yes","Yes","Full",NA,"Full",NA,4501,13771,100219.9358,19.78964719,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Less than 1.5%","Yes","Yes","C","SAN LUIS OBISPO  ","SWP","SW","Purchased",9.53039282445841,"2","2","No",NA,"NONE",NA,"1",NA,NA,"0","0","0","0","0","0","Not failing",93782.7204489991,50.8110668677636,41.5968976110071,1.5463506364077,3.11897135266423,34.0924188727605
"1530","CA4010005","OCEANO COMM SERVICES DIST.","DISTRICT 06 - SANTA BARBARA","Community Services District",NA,"Yes","Yes","Full",NA,"Full",NA,2228,7601,70790.90981,24.19852873,"Not At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Less than 1.5%","Yes","Yes","C","SAN LUIS OBISPO  ","SWP","SW","Purchased",8.9361666495492,"2","2","No",NA,"NONE",NA,"1","1","Yes","0","0","1","1","0","0","Not failing",NA,39.8049471170642,53.2322512798672,1.66405428089231,1.32495487227517,38.0625174356343
"1531","CA4010010","SAN MIGUEL COMMUNITY SERVICES DISTRICT","DISTRICT 06 - SANTA BARBARA","Community Services District",NA,"Yes","Yes","Full",NA,"Full",NA,907,2600,76708.21323,19.37406507,"Potentially At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","MEDIUM","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Less than 1.5%","Yes","Yes","C","SAN LUIS OBISPO  ","GW","GW","Self-produced",7.86365126544865,"2","2","No",NA,"NONE",NA,"1","0","No","0","0","0","0","0","0","Not failing",73313.3268113958,72.9127325021438,24.6641041494655,1.3652453290436,1.01235172872041,47.7812129302162
"1532","CA4000568","SAN SIMEON CSD","DISTRICT 06 - SANTA BARBARA","Community Services District",NA,"Yes","Yes","Full",NA,"Full",NA,206,462,61427,9.797980209,"Failing",0,0,"NO","NO","NO","YES","NO","NONE","HIGH","NONE","NONE","NONE","HIGH","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","HIGH","2.5% or greater","Yes","No","C","SAN LUIS OBISPO  ","GW","GW","Self-produced",6.13772705408623,"1","1","No","No","NONE","Yes","2","0","No","3","1","0","0","1","1","Failing",76272,31.9693094629156,59.9744245524297,0,1.21483375959079,32.9181494661922
"1533","CA4010019","TEMPLETON CSD","DISTRICT 06 - SANTA BARBARA","Community Services District",NA,"Yes","Yes","Full",NA,"Full",NA,3000,8011,111436.6504,8.274070104,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Less than 1.5%","Yes","No","C","SAN LUIS OBISPO  ","GW","GW","Self-produced",8.98869569678571,"2","2","No",NA,"NONE",NA,"2",NA,NA,"1","1","0","0","0","0","Not failing",124572.168410693,18.6811863695614,76.4567029259903,0.00410342249917897,1.05147316406502,26.9633881063454
"1534","CA4000222","AVILA BEACH COMMUNITY SERVICES DISTRICT","DISTRICT 06 - SANTA BARBARA","Community Services District",NA,"Yes","Yes","Full",NA,"Full",NA,388,1630,93443.12087,13.81817498,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Less than 1.5%","Did not complete survey","No","C","SAN LUIS OBISPO  ","SWP","SW","Purchased",7.39694860262101,"2","2","No",NA,"High",NA,"2","0","No","1","1","0","0","0","0","Not failing",100633.269143623,11.0056143999395,88.9943856000605,0,0,30.633951783338
"1535","CA4210009","CUYAMA COMMUNITY SERVICES DISTRICT","DISTRICT 06 - SANTA BARBARA","Community Services District",NA,"Yes","Yes","Full",NA,"Full",NA,254,700,53750,22.28190194,"At-Risk",0.5,975000,"NO","NO","NO","NO","NO","NONE","NONE","HIGH","NONE","HIGH","HIGH","NONE","NONE","MEDIUM","NONE","NONE","HIGH","NONE","HIGH","1.5% or greater AND less than 2.5%","Yes","Yes","C","SANTA BARBARA  ","GW","GW","Self-produced",6.55250788703459,"1","2","Yes","Yes","High","No","1","0","No","1","1","0","0","1","1","Not failing",61250,36.6222222222222,55.3777777777778,0,1.51111111111111,24.8322147651007
"1536","CA4210002","LOS ALAMOS COMMUNITY SERVICES DISTRICT","DISTRICT 06 - SANTA BARBARA","Community Services District",NA,"Yes","Yes","Full",NA,"Full",NA,613,1534,58990.13332,16.45182076,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","Less than 1.5%","No","No","C","SANTA BARBARA  ","GW","GW","Self-produced",7.3362856600213,"2","2","No",NA,"NONE",NA,"2","0","No","1","1","0","0","0","0","Not failing",47283.8625518336,7.04202969618818,71.1678120464124,6.77333314022832,3.23140271361017,19.8229019169474
