"","PWSID","PWS_Name","Primacy_FINAL","Final_inst_update","Inst_Subtype","Residential","public","enfranchisement","Variablecoded","enfranchisement_final","Changed_enfranchisement.","SERVICE_CONNECTIONS","POPULATION","MHI","CALENVIRO_SCREEN_SCORE","FINAL_SAFER_STATUS","HOUSEHOLD_SOCIOECONOMIC_BURDEN_RAW_SCORE","FUNDING_RECEIVED_SINCE_2017","PRIMARY_MCL_VIOLATION","SECONDARY_MCL_VIOLATION","E_COLI_VIOLATION","TREATMENT_TECHNIQUE_VIOLATION","MONITORING_AND_REPORTING_VIOLATION","HISTORY_OF_E_COLI_PRESENCE_RISK_LEVEL","TREATMENT_TECHNIUQE_VIOLATIONS_RISK_LEVEL","PERCENTAGE_OF_SOURCES_EXCEEDING_AN_MCL_RISK_LEVEL","CONSTITUENTS_OF_EMERGING_CONCERN_RISK_LEVEL","NUMBER_OF_WATER_SOURCES_RISK_LEVEL","ABESENCE_OF_INTERTIES_RISK_LEVEL","BOTTLED_WATER_OR_HAULED_WATER_RELIANCE_RISK_LEVEL","SOURCE_CAPACITY_VIOLATION_RISK_LEVEL","PERCENT_OF_MEDIAN_HOUSEHOLD_INCOME_MHI_RISK_LEVEL","EXTREME_WATER_BILL_RISK_LEVEL","OPERATOR_CERTIFICATION_VIOLATIONS_RISK_LEVEL","MONITORING_AND_REPORTING_VIOLATIONS_RISK_LEVEL","DAYS_CASH_ON_HAND_RISK_LEVEL","OPERATING_RATIO_RISK_LEVEL","Intend.to.apply.","Application.complete.","Type","Principal.County.Served","Primary.Source.Water.Type","Source","Purchased","LN_POP","CONSTITUENTS_OF_EMERGING_CONCERN_RISK_LEVEL_BI","NUMBER_OF_WATER_SOURCES_RISK_LEVEL_BI","PERCENT_OF_MEDIAN_HOUSEHOLD_INCOME_MHI_RISK_LEVEL_BI","EXTREME_WATER_BILL_RISK_LEVEL_BI","FUNDING_any","FUNDING_any_failingoratriskonly","hasnotreceivedfunding","didnotapplycovid","TMF_combined_count","TMF_combined_any","Affordability_combined_count","Affordability_combined_any","Accessibility_combined_count","Accessibility_combined_any","WQ_combined_count","WQ_combined_any"
"1253","CA3310032","SAN JACINTO, CITY OF","DISTRICT 20 - RIVERSIDE","City",NA,"Yes","Yes","Full",NA,"Full",NA,4324,18950,56526.15416,27.39742183,"Not At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","RIVERSIDE  ","GW","GW","Self-produced",9.84961197956681,"NONE","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","0","0","0","0"
"1254","CA3310031","RIVERSIDE, CITY OF","DISTRICT 20 - RIVERSIDE","City",NA,"Yes","Yes","Full",NA,"Full",NA,66226,300488,93252.81716,37.46937442,NA,NA,0,"NO","NO","NO","NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","C","RIVERSIDE  ","GU","GW","Self-produced",12.6131664266302,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA
"1255","CA3310082","NORTH PERRIS WATER SYSTEM","DISTRICT 20 - RIVERSIDE","City",NA,"Yes","Yes","Full",NA,"Full",NA,1389,4500,86373.64153,19.13142641,"Not At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","Yes","Yes","C","RIVERSIDE  ","GW","GW","Self-produced",8.41205487329293,"NONE","NONE","NONE","NONE","No",NA,NA,"No","1","1","0","0","0","0","0","0"
"1256","CA3410020","CITY OF SACRAMENTO MAIN","DISTRICT 09 - SACRAMENTO","City",NA,"Yes","Yes","Full",NA,"Full",NA,145404,520746,76618.63765,32.14035873,NA,NA,173141875,"NO","NO","NO","NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","C","SACRAMENTO  ","SW","SW","Self-produced",13.1630195981849,NA,NA,NA,NA,"Yes",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA
"1257","CA3410014","FOLSOM, CITY OF - MAIN","DISTRICT 09 - SACRAMENTO","City",NA,"Yes","Yes","Full",NA,"Full",NA,23372,75728,141800.8622,14.62066899,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","Yes","No","C","SACRAMENTO  ","SW","SW","Self-produced",11.2349164572141,"NONE","NONE","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","0","0","0","0"
"1258","CA3410011","GALT, CITY OF","DISTRICT 09 - SACRAMENTO","City",NA,"Yes","Yes","Full",NA,"Full",NA,7862,26536,89569.95196,22.30758546,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","SACRAMENTO  ","GW","GW","Self-produced",10.1862952645716,"NONE","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","1","1","0","0"
"1259","CA3410030","FOLSOM, CITY OF - ASHLAND","DISTRICT 09 - SACRAMENTO","City",NA,"Yes","Yes","Full",NA,"Full",NA,1078,3538,64399.64806,5.98335985,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","Yes","No","C","SACRAMENTO  ","SWP","SW","Purchased",8.17159948034546,"NONE","HIGH","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","1","1","0","0"
"1260","CA3510001","HOLLISTER, CITY OF","DISTRICT 05 - MONTEREY","City",NA,"Yes","Yes","Full",NA,"Full",NA,7861,25941,95573.88552,31.17545445,"Not At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","Yes","Yes","C","SAN BENITO  ","SWP","SW","Purchased",10.1636185559006,"NONE","NONE","NONE","NONE","No",NA,NA,"No","1","1","0","0","0","0","0","0"
"1261","CA3510002","SAN JUAN BAUTISTA, CITY OF","DISTRICT 05 - MONTEREY","City",NA,"Yes","Yes","Full",NA,"Full",NA,834,2335,92535.07629,26.49810293,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","SAN BENITO  ","GW","GW","Self-produced",7.75619534394812,"NONE","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","1","1","0","0"
"1262","CA3610001","ADELANTO, CITY OF","DISTRICT 13 - SAN BERNARDINO","City",NA,"Yes","Yes","Full",NA,"Full",NA,8318,39930,35548.56358,43.95470011,"At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","MEDIUM","NONE","NONE","NONE","NONE","NONE","Did not complete survey","No","C","SAN BERNARDINO  ","GW","GW","Self-produced",10.5949082435704,"HIGH","NONE","HIGH","NONE","No","No","Yes","Yes","0","0","2","1","0","0","0","0"
"1263","CA3610012","CHINO, CITY OF","DISTRICT 13 - SAN BERNARDINO","City",NA,"Yes","Yes","Full",NA,"Full",NA,23052,86435,87613.26938,33.49667164,"At-Risk",0.5,16038987,"NO","NO","NO","NO","NO","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","Yes","Yes","C","SAN BERNARDINO  ","SWP","SW","Purchased",11.3671595346774,"HIGH","NONE","NONE","NONE","Yes","Yes","No","No","0","0","0","0","0","0","1","1"
"1264","CA3610022","DWP - FAWNSKIN","DISTRICT 13 - SAN BERNARDINO","City",NA,"Yes","Yes","Full",NA,"Full",NA,725,1269,127917,25.99278326,"Not At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","No","No","C","SAN BERNARDINO  ","GU","GW","Self-produced",7.14677217945264,"NONE","NONE","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","1","1","0","0"
"1265","CA3610013","LOMA LINDA, CITY OF","DISTRICT 13 - SAN BERNARDINO","City",NA,"Yes","Yes","Full",NA,"Full",NA,5804,25129,63362.23417,31.54114973,"Not At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","Yes","Yes","C","SAN BERNARDINO  ","GW","GW","Self-produced",10.1318176305376,"NONE","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","0","0","0","0"
"1266","CA3610032","NEEDLES, CITY OF","DISTRICT 13 - SAN BERNARDINO","City",NA,"Yes","Yes","Full",NA,"Full",NA,1706,8766,35014.69231,33.88185623,"Failing",0.5,14247995,"NO","YES","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","MEDIUM","NONE","NONE","NONE",NA,"NONE","Yes","Yes","C","SAN BERNARDINO  ","GW","GW","Self-produced",9.07874995158859,"NONE","NONE","HIGH","NONE","Yes","Yes","No","No","0","0","1","1","1","1","0","0"
"1267","CA3610037","REDLANDS CITY MUD-WATER DIV","DISTRICT 13 - SAN BERNARDINO","City",NA,"Yes","Yes","Full",NA,"Full",NA,23872,78025,94459.40839,27.36273685,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","SAN BERNARDINO  ","SW","SW","Self-produced",11.2647973834618,"NONE","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","0","0","0","0"
"1268","CA3610038","RIALTO, CITY OF","DISTRICT 13 - SAN BERNARDINO","City",NA,"Yes","Yes","Full",NA,"Full",NA,11996,54453,66576.21121,48.69233633,"At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","HIGH","Yes","Yes","C","SAN BERNARDINO  ","SWP","SW","Purchased",10.9051115875546,"NONE","NONE","HIGH","HIGH","No","No","Yes","No","0","0","2","1","0","0","0","0"
"1269","CA3610052","VICTORVILLE WATER DISTRICT","DISTRICT 13 - SAN BERNARDINO","City",NA,"Yes","Yes","Full",NA,"Full",NA,38282,124653,62396.19487,31.14991178,NA,NA,0,"NO","NO","NO","NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","No","C","SAN BERNARDINO  ","SWP","SW","Purchased",11.7332971782884,NA,NA,NA,NA,"No",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA
"1270","CA3610044","BIG BEAR LAKE DWP - BIG BEAR SYSTEM","DISTRICT 13 - SAN BERNARDINO","City",NA,"Yes","Yes","Full",NA,"Full",NA,15837,26067,67248.98496,20.57816672,"Not At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","No","No","C","SAN BERNARDINO  ","GW","GW","Self-produced",10.1684637874523,"NONE","NONE","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","0","0","0","0"
"1271","CA3610034","ONTARIO MUNICIPAL UTILITIES COMPANY","DISTRICT 13 - SAN BERNARDINO","City",NA,"Yes","Yes","Full",NA,"Full",NA,39412,185010,84702.7856,44.084762,NA,NA,0,"NO","NO","NO","NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","C","SAN BERNARDINO  ","SWP","SW","Purchased",12.1281705617523,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA
"1272","CA3610036","CHINO HILLS, CITY OF","DISTRICT 27 - MOJAVE","City",NA,"Yes","Yes","Full",NA,"Full",NA,21799,77058,145794.3573,20.12458034,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","SAN BERNARDINO  ","SWP","SW","Purchased",11.2523266411948,"NONE","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","0","0","0","0"
"1273","CA3610014","COLTON, CITY OF","DISTRICT 27 - MOJAVE","City",NA,"Yes","Yes","Full",NA,"Full",NA,10417,46525,66991.49138,47.77485985,"At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","No","C","SAN BERNARDINO  ","GW","GW","Self-produced",10.7477665751,"HIGH","NONE","NONE","NONE","No","No","Yes","Yes","0","0","1","1","0","0","0","0"
"1274","CA3610024","HESPERIA WD","DISTRICT 27 - MOJAVE","City",NA,"Yes","Yes","Full",NA,"Full",NA,27785,100744,77235.67261,24.45913923,NA,NA,0,"NO","NO","NO","NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","C","SAN BERNARDINO  ","GW","GW","Self-produced",11.5203478507859,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA
"1275","CA3610039","SAN BERNARDINO CITY","DISTRICT 27 - MOJAVE","City",NA,"Yes","Yes","Full",NA,"Full",NA,45305,214665,75352.96556,44.02824331,NA,NA,8572967,"NO","NO","NO","NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","C","SAN BERNARDINO  ","GW","GW","Self-produced",12.2768386108235,NA,NA,NA,NA,"Yes",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA
"1276","CA3610050","UPLAND, CITY OF","DISTRICT 27 - MOJAVE","City",NA,"Yes","Yes","Full",NA,"Full",NA,20160,78376,105615.9889,25.34375061,"Not At-Risk",0.5,16500000,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","Did not complete survey","No","C","SAN BERNARDINO  ","SW","SW","Self-produced",11.2692857959509,"NONE","NONE","NONE","NONE","Yes",NA,NA,"Yes","1","1","1","1","0","0","0","0"
"1277","CA3600283","DEPARTMENT OF WATER AND POWER","LPA66 - SAN BERNARDINO COUNTY","City",NA,"Yes","Yes","Full",NA,"Full",NA,130,234,60588,12.32529144,"At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","MEDIUM","NONE","NONE","HIGH","NONE","NONE","No","No","C","SAN BERNARDINO  ","GW","GW","Self-produced",5.45958551414416,"NONE","NONE","HIGH","NONE","No","No","Yes","Yes","1","1","2","1","1","1","0","0"
"1278","CA3710004","DEL MAR, CITY OF","DISTRICT 14 - SAN DIEGO","City",NA,"Yes","Yes","Full",NA,"Full",NA,1869,3929,197009.6741,5.374296077,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","No","No","C","SAN DIEGO  ","SWP","SW","Purchased",8.27639470486331,"NONE","NONE","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","0","0","0","0"
"1279","CA3710006","ESCONDIDO, CITY OF","DISTRICT 14 - SAN DIEGO","City",NA,"Yes","Yes","Full",NA,"Full",NA,26959,137941,108256.4745,16.72449137,NA,NA,0,"NO","NO","NO","NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","C","SAN DIEGO  ","SW","SW","Self-produced",11.8345885859377,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA
"1280","CA3710014","OCEANSIDE, CITY OF","DISTRICT 14 - SAN DIEGO","City",NA,"Yes","Yes","Full",NA,"Full",NA,44519,173048,99918.11949,17.97490674,NA,NA,0,"NO","NO","NO","NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","No","C","SAN DIEGO  ","SWP","SW","Purchased",12.0613300703701,NA,NA,NA,NA,"No",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA
"1281","CA3710020","SAN DIEGO, CITY OF","DISTRICT 14 - SAN DIEGO","City",NA,"Yes","Yes","Full",NA,"Full",NA,282245,1374790,111644.794,17.75378236,NA,NA,315276985,"NO","NO","NO","NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","C","SAN DIEGO  ","SW","SW","Self-produced",14.1338122775296,NA,NA,NA,NA,"Yes",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA
"1282","CA3710021","SAN DIEGUITO WD","DISTRICT 14 - SAN DIEGO","City",NA,"Yes","Yes","Full",NA,"Full",NA,12125,40103,148132.8719,10.65560222,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","SAN DIEGO  ","SWP","SW","Purchased",10.5992313589433,"NONE","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","0","0","0","0"
"1283","CA3710015","POWAY, CITY OF","DISTRICT 14 - SAN DIEGO","City",NA,"Yes","Yes","Full",NA,"Full",NA,14139,49779,153972.2484,9.836277014,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","SAN DIEGO  ","SW","SW","Self-produced",10.8153685759216,"NONE","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","0","0","0","0"
"1284","CA3810003","HHW&P MOCCASIN COMPOUND-SFPUC","DISTRICT 04 - SAN FRANCISCO","City",NA,"Yes","Yes","Full",NA,"Full",NA,89,344,53907.3584,15.73505515,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","SAN FRANCISCO  ","SWP","SW","Purchased",5.84354441703136,"NONE","HIGH","NONE","NONE","No",NA,NA,"No","0","0","0","0","1","1","0","0"
"1285","CA3810001","SAN FRANCISCO REGIONAL WATER SYSTEM","DISTRICT 04 - SAN FRANCISCO","City",NA,"Yes","Yes","Full",NA,"Full",NA,257,600,90483.53533,25.26728687,NA,NA,238218951,"NO","NO","NO","NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","C","SAN FRANCISCO  ","SW","SW","Self-produced",6.39859493453521,NA,NA,NA,NA,"Yes",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA
"1286","CA3810011","SFPUC CITY DISTRIBUTION DIVISION","DISTRICT 04 - SAN FRANCISCO","City",NA,"Yes","Yes","Full",NA,"Full",NA,171032,834046,133851.0038,17.72552158,NA,NA,0,"NO","NO","NO","NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","C","SAN FRANCISCO  ","SWP","SW","Purchased",13.6340450346691,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA
"1287","CA3810702","TREASURE ISLAND","DISTRICT 04 - SAN FRANCISCO","City",NA,"Yes","Yes","Full",NA,"Full",NA,186,3214,88500,50.62990077,"At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","Yes","Yes","C","SAN FRANCISCO  ","SWP","SW","Purchased",8.07558263667172,"NONE","HIGH","HIGH","HIGH","No","No","Yes","No","0","0","2","1","1","1","0","0"
"1288","CA3910015","CITY OF LATHROP","DISTRICT 10 - STOCKTON","City",NA,"Yes","Yes","Full",NA,"Full",NA,10412,35080,91931.01625,43.11696291,"At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","SAN JOAQUIN  ","SWP","SW","Purchased",10.4654149523512,"HIGH","NONE","NONE","NONE","No","No","Yes","No","0","0","0","0","0","0","1","1"
"1289","CA3910012","CITY OF STOCKTON","DISTRICT 10 - STOCKTON","City",NA,"Yes","Yes","Full",NA,"Full",NA,50687,190688,82581.67314,37.56522342,NA,NA,0,"NO","NO","NO","NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","C","SAN JOAQUIN  ","SW","SW","Self-produced",12.1583991077014,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA
"1290","CA3910003","ESCALON, CITY OF","DISTRICT 10 - STOCKTON","City",NA,"Yes","Yes","Full",NA,"Full",NA,2527,7264,68560.89145,29.67784699,"Not At-Risk",0,1604897,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","Yes","Yes","C","SAN JOAQUIN  ","GW","GW","Self-produced",8.89082357600438,"NONE","NONE","NONE","NONE","Yes",NA,NA,"No","1","1","0","0","1","1","0","0"
"1291","CA3910004","LODI, CITY OF","DISTRICT 10 - STOCKTON","City",NA,"Yes","Yes","Full",NA,"Full",NA,29520,68272,74418.52236,32.18052798,"Not At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","SAN JOAQUIN  ","SW","SW","Self-produced",11.1312696526137,"NONE","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","0","0","0","0"
"1292","CA3910005","MANTECA, CITY OF","DISTRICT 10 - STOCKTON","City",NA,"Yes","Yes","Full",NA,"Full",NA,26685,84928,97300.94047,39.40737041,"Failing",0.5,4963255,"YES","NO","NO","NO","NO","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","UNKNOWN","UNKNOWN","NONE","NONE","NONE","HIGH","Yes","Yes","C","SAN JOAQUIN  ","SWP","SW","Purchased",11.3495708923023,"NONE","NONE","HIGH","HIGH","Yes","Yes","No","No","0","0","2","1","0","0","1","1"
"1293","CA3910007","RIPON, CITY OF","DISTRICT 10 - STOCKTON","City",NA,"Yes","Yes","Full",NA,"Full",NA,5144,15769,122105.582,25.95472331,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","SAN JOAQUIN  ","GW","GW","Self-produced",9.66586467995708,"NONE","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","1","1","0","0"
"1294","CA3910011","TRACY, CITY OF","DISTRICT 10 - STOCKTON","City",NA,"Yes","Yes","Full",NA,"Full",NA,27078,94538,135017.8899,27.1133427,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","SAN JOAQUIN  ","SW","SW","Self-produced",11.456767726758,"HIGH","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","0","0","0","0"
"1295","CA3810008","THOMAS SHAFT WHOLESALE","DISTRICT 04 - SAN FRANCISCO","City",NA,"Yes","Yes","Full",NA,"Full",NA,1,1,170673,27.95971956,NA,NA,0,"NO","NO","NO","NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","C","SAN JOAQUIN  ","SWP","SW","Purchased",0.693147180559945,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA
"1296","CA4010001","ARROYO GRANDE, WATER DEPARTMENT","DISTRICT 06 - SANTA BARBARA","City",NA,"Yes","Yes","Full",NA,"Full",NA,6844,17963,105355.4431,11.19130873,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","SAN LUIS OBISPO  ","SWP","SW","Purchased",9.79612503420763,"NONE","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","0","0","0","0"
"1297","CA4010004","GROVER BEACH WATER DEPARTMENT","DISTRICT 06 - SANTA BARBARA","City",NA,"Yes","Yes","Full",NA,"Full",NA,5011,12701,72118.63669,17.8874875,"Not At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","SAN LUIS OBISPO  ","SW","SW","Self-produced",9.44951474036292,"NONE","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","0","0","0","0"
"1298","CA4010011","MORRO BAY PW DEPT - WATER DIVISION","DISTRICT 06 - SANTA BARBARA","City",NA,"Yes","Yes","Full",NA,"Full",NA,5654,15581,97097.06853,15.63663221,"Potentially At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","SAN LUIS OBISPO  ","SWP","SW","Purchased",9.6538716808908,"NONE","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","0","0","1","1"
"1299","CA4010007","PASO ROBLES WATER DEPARTMENT","DISTRICT 06 - SANTA BARBARA","City",NA,"Yes","Yes","Full",NA,"Full",NA,10781,31221,85941.22739,16.15630625,"Not At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","SAN LUIS OBISPO  ","SW","SW","Self-produced",10.3488782535166,"NONE","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","0","0","0","0"
"1300","CA4010008","PISMO BEACH WATER DEPARTMENT","DISTRICT 06 - SANTA BARBARA","City",NA,"Yes","Yes","Full",NA,"Full",NA,5307,8036,103122.1814,7.780282307,"Failing",0,0,"YES","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","SAN LUIS OBISPO  ","SWP","SW","Purchased",8.99181115821272,"NONE","NONE","NONE","NONE","No","No","Yes","No","0","0","0","0","0","0","0","0"
"1301","CA4010009","SAN LUIS OBISPO WATER DEPARTMENT","DISTRICT 06 - SANTA BARBARA","City",NA,"Yes","Yes","Full",NA,"Full",NA,16596,47653,71152.24037,16.40198084,"Not At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","SAN LUIS OBISPO  ","SW","SW","Self-produced",10.7717218509946,"NONE","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","0","0","0","0"
